レース番号,競技性別,競技名,世界記録,日本記録,年齢区分,大会記録,順位,選手名,チーム名,水路,時間,大会新,飛込タイム,LAPタイム
No.9,女子,100m自由形,57.4,1:03.18,45~49歳,1:08.19,7,福本麻美,セ・慶應日吉,9/6,1:24.92,,0.84,40.18
No.9,女子,100m自由形,57.4,1:03.18,45~49歳,1:08.19,8,細沼悦子,セ・越谷,8/9,1:25.25,,0.92,42.42
No.9,女子,100m自由形,58.04,1:02.15,40~44歳,1:06.24,1,四井美穂,セ・天王洲,10/2,1:16.33,,0.80,35.56
No.9,女子,100m自由形,58.04,1:02.15,40~44歳,1:06.24,2,小野真佐子,セ・阿佐谷,10/5,1:18.48,,0.81,36.55
No.9,女子,100m自由形,58.04,1:02.15,40~44歳,1:06.24,3,宮林佑妃,セ・長津田,10/10,1:20.29,,0.91,37.69
No.9,女子,100m自由形,58.04,1:02.15,40~44歳,1:06.24,4,冨永結衣子,セ・大森,10/1,1:24.72,,0.80,38.77
No.9,女子,100m自由形,58.04,1:02.15,40~44歳,1:06.24,5,井島孝子,セ・天王洲,5/4,1:36.90,,1.20,48.8
No.9,女子,100m自由形,57.38,58.87,35~39歳,1:03.35,1,川北恵,セ・長津田,12/4,1:06.31,,0.70,31.23
No.9,女子,100m自由形,57.38,58.87,35~39歳,1:03.35,2,田中美鈴,セ・武蔵小杉,12/7,1:08.34,,0.76,33.04
No.9,女子,100m自由形,57.38,58.87,35~39歳,1:03.35,3,宮下奏子,セ・市ヶ尾,11/9,1:10.41,,0.77,32.99
No.9,女子,100m自由形,55.24,58.2,30~34歳,1:03.35,1,中山翠,ザノス川崎,9/10,1:28.38,,0.86,40.34
No.9,女子,100m自由形,55.24,58.2,30~34歳,1:03.35,2,熊谷紗友梨,セ・s湘南台,6/10,1:42.77,,1.02,46.49
No.9,女子,100m自由形,56.96,57.89,25~29歳,1:00.50,1,川俣星,セ・新都心,12/5,1:06.89,,0.71,31.2
No.9,女子,100m自由形,56.96,57.89,25~29歳,1:00.50,2,仲田笑美,セ・成城,12/8,1:09.23,,0.75,31.87
No.9,女子,100m自由形,56.96,57.89,25~29歳,1:00.50,3,木田景子,セ・平塚,11/7,1:13.08,,0.69,34.62
No.9,女子,100m自由形,56.96,57.89,25~29歳,1:00.50,4,村岡礼奈,セ・桶川北本,11/10,1:21.31,,0.74,37.58
No.9,女子,100m自由形,56.96,58.37,18~24歳,1:01.56,1,佐藤玖弥,セ・目黒,12/6,1:05.68,,0.79,31.34
No.9,女子,100m自由形,56.96,58.37,18~24歳,1:01.56,2,島崎帆乃華,セ・藤沢,12/2,1:08.18,,0.61,31.27
No.9,女子,100m自由形,56.96,58.37,18~24歳,1:01.56,3,西澤瑛倫,セ・越谷,11/3,1:09.34,,0.68,33.84
No.9,女子,100m自由形,56.96,58.37,18~24歳,1:01.56,4,深谷美緒,セ・東十条,12/9,1:09.49,,0.73,32.59
No.10,男子,100m自由形,1:22.25,1:22.25,85~89歳,1:37.90,1,川本剛,セ・長沼,2/2,1:40.60,,1.08,48.42
No.10,男子,100m自由形,1:22.25,1:22.25,85~89歳,1:37.90,2,大堀兵衛,セ・下北沢,1/1,2:13.53,,1.55,1:02.84
No.10,男子,100m自由形,1:08.76,1:08.76,80~84歳,1:27.89,1,井上隆史,セ・市ヶ尾,1/7,1:39.84,,1.05,46.93
No.10,男子,100m自由形,1:08.76,1:08.76,80~84歳,1:27.89,2,眞壁功,セ・藤沢,1/8,1:42.42,,0.94,48.69
No.10,男子,100m自由形,1:06.40,1:06.40,75~79歳,1:13.93,1,今修二,セ・越谷,2/3,1:33.05,,0.93,45.03
No.10,男子,100m自由形,1:06.40,1:06.40,75~79歳,1:13.93,2,石井肇,墨田区体育館,1/3,1:41.63,,1.18,47.33
No.10,男子,100m自由形,1:06.40,1:06.40,75~79歳,1:13.93,3,大内洋,セ・葛西,1/4,1:42.73,,0.86,48.9
No.10,男子,100m自由形,1:03.32,1:03.17,70~74歳,1:11.50,1,亀田一麿,セ・東戸塚,5/6,1:18.03,,0.85,35.69
No.10,男子,100m自由形,1:03.32,1:03.17,70~74歳,1:11.50,2,若宮強,セ・成城,5/2,1:20.75,,0.64,38.13
No.10,男子,100m自由形,1:03.32,1:03.17,70~74歳,1:11.50,3,香川左近,セ・二俣川,3/8,1:28.13,,0.84,40.69
No.10,男子,100m自由形,1:03.32,1:03.17,70~74歳,1:11.50,4,浅野唯男,セ・志木,2/9,1:37.94,,0.97,46.56
No.10,男子,100m自由形,1:03.32,1:03.17,70~74歳,1:11.50,5,松下達一,セ・成城,1/5,1:48.33,,1.16,48.96
No.10,男子,100m自由形,59.49,1:02.14,65~69歳,1:05.19,1,井上昌臣,セ・西東京,2/4,1:19.89,,0.87,38.69
No.10,男子,100m自由形,59.49,1:02.14,65~69歳,1:05.19,2,柏木治久,セ・成瀬,4/4,1:20.33,,0.76,40.29
No.10,男子,100m自由形,59.49,1:02.14,65~69歳,1:05.19,3,槙田誠,セ・南千住,5/9,1:21.82,,0.83,39.19
No.10,男子,100m自由形,59.49,1:02.14,65~69歳,1:05.19,4,竹内新,セ・府中,3/5,1:23.21,,0.91,40.38
No.10,男子,100m自由形,59.49,1:02.14,65~69歳,1:05.19,5,仲宇佐隆一,セ・横浜,4/1,1:24.26,,0.76,39.57
No.10,男子,100m自由形,59.49,1:02.14,65~69歳,1:05.19,6,茂木和哉,セ・市ヶ尾,3/4,1:27.28,,0.77,41.84
No.10,男子,100m自由形,59.49,1:02.14,65~69歳,1:05.19,7,佐藤信弘,セ・桶川北本,3/2,1:27.97,,0.94,39.79
No.10,男子,100m自由形,59.49,1:02.14,65~69歳,1:05.19,8,飯沼明,セ・長津田,2/5,1:29.79,,0.98,44.42
No.10,男子,100m自由形,59.49,1:02.14,65~69歳,1:05.19,9,鈴木哲治,墨田区体育館,3/9,1:34.36,,0.90,43.4
No.10,男子,100m自由形,59.49,1:02.14,65~69歳,1:05.19,10,山中一男,セ・阿佐谷,2/7,1:37.38,,0.81,43.06
No.10,男子,100m自由形,57.66,1:00.33,60~64歳,1:04.30,1,今井正太郎,セ・前橋,9/2,1:06.71,,0.74,32.35
No.10,男子,100m自由形,57.66,1:00.33,60~64歳,1:04.30,2,菊池千二,セ・市ヶ尾,5/5,1:07.48,,0.88,30.95
No.10,男子,100m自由形,57.66,1:00.33,60~64歳,1:04.30,3,海辺信吉,セ・おおたか,7/9,1:11.74,,0.87,33.87
No.10,男子,100m自由形,57.66,1:00.33,60~64歳,1:04.30,4,一色洋志,セ・福生,5/3,1:14.74,,0.76,34.45
No.10,男子,100m自由形,57.66,1:00.33,60~64歳,1:04.30,5,若島健二,セ・二俣川,5/4,1:15.17,,0.86,36.22
No.10,男子,100m自由形,57.66,1:00.33,60~64歳,1:04.30,6,近江信之,セ・武蔵小杉,4/3,1:19.23,,1.01,39.63
No.10,男子,100m自由形,57.66,1:00.33,60~64歳,1:04.30,7,山本和巳,セ・茂原,3/6,1:22.39,,0.79,39.81
No.10,男子,100m自由形,57.66,1:00.33,60~64歳,1:04.30,8,金田雅之,セ・育見台,4/5,1:23.14,,0.83,40.59
No.10,男子,100m自由形,57.66,1:00.33,60~64歳,1:04.30,9,小島淳,セ・柏,3/1,1:23.36,,0.79,39.83
No.10,男子,100m自由形,57.66,1:00.33,60~64歳,1:04.30,10,黒川恵一,セ・市ヶ尾,2/6,1:30.76,,0.80,42.51
No.10,男子,100m自由形,57.66,1:00.33,60~64歳,1:04.30,11,二宮次郎,セ・南宇都宮,4/10,1:31.60,,0.77,40.09
No.10,男子,100m自由形,57.66,1:00.33,60~64歳,1:04.30,12,後藤潤,セ・成城,1/6,1:31.88,,0.89,42.74
No.10,男子,100m自由形,56,57.52,55~59歳,1:02.93,1,金子惠一,セ・前橋,10/2,1:02.48,大会新,0.77,29.89
No.10,男子,100m自由形,56,57.52,55~59歳,1:02.93,2,小林健,セ・葛西,8/8,1:10.11,,0.73,34.01
No.10,男子,100m自由形,56,57.52,55~59歳,1:02.93,3,荒川秀明,セ・前橋,8/4,1:10.38,,0.85,34.38
No.10,男子,100m自由形,56,57.52,55~59歳,1:02.93,4,中津海全士,セ・s湘南台,7/4,1:10.49,,0.78,33.49
No.10,男子,100m自由形,56,57.52,55~59歳,1:02.93,5,楊華,ザノス鶴見,6/5,1:11.48,,0.76,34.39
No.10,男子,100m自由形,56,57.52,55~59歳,1:02.93,6,飯田正敏,セ・用賀,7/1,1:12.54,,0.80,34.23
No.10,男子,100m自由形,56,57.52,55~59歳,1:02.93,7,本間丈博,セ・稲毛海岸,6/4,1:13.56,,0.75,35.21
No.10,男子,100m自由形,56,57.52,55~59歳,1:02.93,8,永家一徳,セ・市川,7/10,1:13.85,,0.72,34.8
No.10,男子,100m自由形,56,57.52,55~59歳,1:02.93,9,近藤正之,セ・上池袋,5/7,1:19.52,,0.96,36.62
No.10,男子,100m自由形,56,57.52,55~59歳,1:02.93,10,大木義之,セ・清瀬,4/9,1:22.49,,0.99,39.3
No.10,男子,100m自由形,56,57.52,55~59歳,1:02.93,11,吉峯幸郎,セ・用賀,5/1,1:23.86,,0.97,38.06
No.10,男子,100m自由形,56,57.52,55~59歳,1:02.93,12,佐藤流生,セ・天王洲,2/8,1:39.26,,0.99,45.47
No.10,男子,100m自由形,56,57.52,55~59歳,1:02.93,13,半澤繁,セ・清瀬,1/2,1:45.57,,0.90,45.78
No.10,男子,100m自由形,54.15,54.61,50~54歳,1:00.40,1,石井龍,セ・成城,11/3,1:02.70,,0.70,29.84
No.10,男子,100m自由形,54.15,54.61,50~54歳,1:00.40,2,藤本豊和,セ・長津田,11/9,1:05.53,,0.75,31.15
No.10,男子,100m自由形,54.15,54.61,50~54歳,1:00.40,3,山田耕一,セ・清瀬,8/6,1:06.78,,0.75,32.35
No.10,男子,100m自由形,54.15,54.61,50~54歳,1:00.40,4,西野宮冬木,セ・長津田,8/7,1:07.59,,0.95,33.34
No.10,男子,100m自由形,54.15,54.61,50~54歳,1:00.40,5,藤井清和,セ・武蔵小杉,7/6,1:10.58,,0.65,33.15
No.10,男子,100m自由形,54.15,54.61,50~54歳,1:00.40,6,前田光輝,セ・おおたか,3/10,1:10.98,,0.68,33.38
No.10,男子,100m自由形,54.15,54.61,50~54歳,1:00.40,7,青木健二,セ・蒲田,8/1,1:12.71,,0.60,32.53
No.10,男子,100m自由形,54.15,54.61,50~54歳,1:00.40,8,足立晃,セ・新川崎,7/5,1:12.73,,0.75,32.58
No.10,男子,100m自由形,54.15,54.61,50~54歳,1:00.40,9,岡田育行,セ・越谷,6/1,1:16.76,,0.79,35.65
No.10,男子,100m自由形,54.15,54.61,50~54歳,1:00.40,10,平田博之,セ・ときわ台,4/8,1:23.33,,0.91,38.38
No.10,男子,100m自由形,54.15,54.61,50~54歳,1:00.40,11,ノーズノーマウィ,セ・松戸,4/6,1:29.11,,1.07,40.12
No.10,男子,100m自由形,54.15,54.61,50~54歳,1:00.40,12,今井英大,セ・川越,1/9,1:30.38,,1.12,44.44
No.10,男子,100m自由形,54.15,54.61,50~54歳,1:00.40,13,高梨繁,ザノス川崎,3/7,1:33.84,,0.69,40.75
No.10,男子,100m自由形,52.24,52.24,45~49歳,56.53,1,北川貴義,セ・阿佐谷,11/10,1:01.83,,0.69,29.44
No.10,男子,100m自由形,52.24,52.24,45~49歳,56.53,2,神部孝高,セ・用賀,9/5,1:02.87,,0.76,30.87
No.10,男子,100m自由形,52.24,52.24,45~49歳,56.53,3,小室秀幸,セ・八王子,9/9,1:04.27,,0.69,30.6
No.10,男子,100m自由形,52.24,52.24,45~49歳,56.53,4,堀川広祐,セ・二俣川,9/4,1:05.62,,0.65,30.99
No.10,男子,100m自由形,52.24,52.24,45~49歳,56.53,5,磯貝知弘,セ・柏,9/7,1:07.01,,0.82,31.32
No.10,男子,100m自由形,52.24,52.24,45~49歳,56.53,6,宅間健介,セ・天王洲,8/3,1:08.72,,0.76,32.43
No.10,男子,100m自由形,52.24,52.24,45~49歳,56.53,7,山岡裕和,セ・ときわ台,8/2,1:09.05,,0.89,32.05
No.10,男子,100m自由形,52.24,52.24,45~49歳,56.53,8,西田幸弘,セ・藤沢,6/3,1:10.07,,1.12,34.78
No.10,男子,100m自由形,52.24,52.24,45~49歳,56.53,9,菅原弘貴,セ・福生,7/2,1:11.50,,0.75,33.77
No.10,男子,100m自由形,52.24,52.24,45~49歳,56.53,10,小島直政,セ・久喜,4/7,1:15.54,,1.07,37.31
No.10,男子,100m自由形,52.24,52.24,45~49歳,56.53,11,田辺直行,セ・武蔵小杉,5/10,1:19.12,,0.90,36.43
No.10,男子,100m自由形,52.24,52.24,45~49歳,56.53,12,小林貴大,セ・蘇我,5/8,1:20.21,,0.76,36.1
No.10,男子,100m自由形,50.73,51.21,40~44歳,56.35,1,鶴谷学,セ・二俣川,12/55,6.20,大会新,0.68,27.21
No.10,男子,100m自由形,50.73,51.21,40~44歳,56.35,2,森本祐一,セ・清瀬,9/6,1:02.39,,0.78,30.45
No.10,男子,100m自由形,50.73,51.21,40~44歳,56.35,3,植木秀志,セ・久喜,9/3,1:03.07,,0.63,30.92
No.10,男子,100m自由形,50.73,51.21,40~44歳,56.35,4,矢作歩,セ・長津田,10/8,1:03.93,,0.84,30.75
No.10,男子,100m自由形,50.73,51.21,40~44歳,56.35,5,木村知行,セ・二俣川,9/8,1:04.73,,0.74,30.63
No.10,男子,100m自由形,50.73,51.21,40~44歳,56.35,6,田子晃,セ・自由が丘,7/7,1:10.69,,0.77,33.51
No.10,男子,100m自由形,50.73,51.21,40~44歳,56.35,7,田中遼太,セ・慶應日吉,4/2,1:19.33,,0.71,36.97
No.10,男子,100m自由形,50.73,51.21,40~44歳,56.35,8,小田島丈典,セ・福生,7/3,1:20.33,,0.78,37.15
No.10,男子,100m自由形,50.73,51.21,40~44歳,56.35,9,清水大輔,セ・桶川北本,3/3,1:29.90,,0.89,41.2
No.10,男子,100m自由形,50.78,50.78,35~39歳,53.85,1,高木祥一,セ・武蔵小杉,12/75,7.56,,0.67,27.63
No.10,男子,100m自由形,50.78,50.78,35~39歳,53.85,2,奥平竜司,セ・武蔵小杉,11/55,9.37,,0.65,28.14
No.10,男子,100m自由形,50.78,50.78,35~39歳,53.85,3,椎本恭平,セ・阿佐谷,11/65,9.47,,0.65,28.08
No.10,男子,100m自由形,50.78,50.78,35~39歳,53.85,4,岩本和也,セ・志木,12/15,9.66,,0.64,28.28
No.10,男子,100m自由形,50.78,50.78,35~39歳,53.85,5,和田亮,セ・阿佐谷,10/9,1:09.05,,0.77,31.73
No.10,男子,100m自由形,50.78,50.78,35~39歳,53.85,6,三浦厚生,セ・武蔵小杉,6/9,1:12.08,,0.87,32.71
No.10,男子,100m自由形,50.78,50.78,35~39歳,53.85,7,増田究,セ・平塚,6/2,1:14.94,,0.66,34.56
No.10,男子,100m自由形,49.8,51.34,30~34歳,53.9,1,板垣義人,セ・トレッサ,12/35,6.38,,0.72,26.37
No.10,男子,100m自由形,49.8,51.34,30~34歳,53.9,2,内藤寿輝,セ・大森,12/65,6.90,,0.86,27.13
No.10,男子,100m自由形,49.8,51.34,30~34歳,53.9,3,伊藤孝優,セ・八王子,10/3,1:01.26,,0.86,29.15
No.10,男子,100m自由形,49.8,51.34,30~34歳,53.9,4,寺田遼太,セ・天王洲,9/1,1:10.24,,0.84,32.22
No.10,男子,100m自由形,49.8,51.34,30~34歳,53.9,5,山田義明,セ・おおたか,2/1,1:20.65,,1.09,38.22
No.10,男子,100m自由形,48.72,50.75,25~29歳,52.13,1,小林和矢,セ・成城,8/55,7.79,,0.67,27.64
No.10,男子,100m自由形,48.72,50.75,25~29歳,52.13,2,松澤朋樹,セ・武蔵小杉,12/45,9.62,,0.79,28.55
No.10,男子,100m自由形,48.72,50.75,25~29歳,52.13,3,前島悠也,セ・葛西,12/9,1:00.61,,0.65,28.01
No.10,男子,100m自由形,48.72,50.75,25~29歳,52.13,4,加納聖士,セ・葛西,11/7,1:01.49,,0.69,29.05
No.10,男子,100m自由形,48.72,50.75,25~29歳,52.13,5,泉翔太,セ・葛西,11/4,1:01.71,,0.74,28.66
No.10,男子,100m自由形,48.72,50.75,25~29歳,52.13,6,武本侑己,セ・青砥,8/9,1:02.77,,0.76,30.12
No.10,男子,100m自由形,48.72,50.75,25~29歳,52.13,7,竹下翔,セ・長津田,8/10,1:13.29,,0.63,31.83
No.10,男子,100m自由形,48.72,51.01,18~24歳,52.11,1,設樂航希,セ・流山,12/85,5.39,,0.65,25.97
No.10,男子,100m自由形,48.72,51.01,18~24歳,52.11,2,木村隼人,セ・八王子,10/45,8.00,,0.64,27.34
No.10,男子,100m自由形,48.72,51.01,18~24歳,52.11,3,荒井優吾,セ・成瀬,12/25,8.63,,0.65,28.18
No.10,男子,100m自由形,48.72,51.01,18~24歳,52.11,4,重高良彦,セ・育見台,10/105,9.06,,0.72,28.25
No.10,男子,100m自由形,48.72,51.01,18~24歳,52.11,5,伊藤水晶,セ・松戸,12/10,1:00.62,,0.67,28.7
No.10,男子,100m自由形,48.72,51.01,18~24歳,52.11,6,柿沼龍史,セ・成城,9/10,1:00.92,,0.61,27.86
No.10,男子,100m自由形,48.72,51.01,18~24歳,52.11,7,法領田徳丞,セ・蒲田,10/6,1:01.56,,0.57,27.65
No.10,男子,100m自由形,48.72,51.01,18~24歳,52.11,8,金子智哉,セ・清瀬,11/1,1:02.03,,0.80,29.1
No.10,男子,100m自由形,48.72,51.01,18~24歳,52.11,9,山﨑陸真,セ・二俣川,10/1,1:04.05,,0.67,29.26
No.10,男子,100m自由形,48.72,51.01,18~24歳,52.11,10,西沢歩,セ・清瀬,10/7,1:04.58,,0.68,29.54
No.10,男子,100m自由形,48.72,51.01,18~24歳,52.11,11,池内駿文,セ・東十条,11/2,1:06.95,,0.83,30.22
No.10,男子,100m自由形,48.72,51.01,18~24歳,52.11,12,岩崎伊吹,セ・おおたか,11/8,1:07.47,,0.66,28.52
No.13,女子,50m背泳ぎ,47.23,47.23,85~89歳,59.22,1,大塚裕子,セ・成城,8/65,9.14,大会新,0.60,
No.13,女子,50m背泳ぎ,47.23,47.23,85~89歳,59.22,2,田中もみぢ,セ・おおたか,6/9,1:00.93,,0.83,
No.13,女子,50m背泳ぎ,47.23,47.23,85~89歳,59.22,3,須山順子,セ・松戸,4/6,1:05.44,,0.91,
No.13,女子,50m背泳ぎ,47.23,47.23,85~89歳,59.22,4,田之ノブ,セ・蘇我,2/5,1:05.80,,0.93,
No.13,女子,50m背泳ぎ,47.23,47.23,85~89歳,59.22,5,森川タェ子,セ・我孫子,1/3,1:11.84,,1.08,
No.13,女子,50m背泳ぎ,47.23,47.23,85~89歳,59.22,6,平田美佐子,セ・天王洲,1/5,1:18.41,,0.81,
No.13,女子,50m背泳ぎ,43.04,43.04,80~84歳,52.86,1,田神洋子,セ・トレッサ,4/35,5.87,,0.66,
No.13,女子,50m背泳ぎ,43.04,43.04,80~84歳,52.86,2,舘野圭子,セ・用賀,5/6,1:01.66,,0.67,
No.13,女子,50m背泳ぎ,43.04,43.04,80~84歳,52.86,3,三浦実恵子,セ・館山,5/5,1:03.58,,0.87,
No.13,女子,50m背泳ぎ,43.04,43.04,80~84歳,52.86,4,浜野セ子,セ・流山,4/7,1:05.44,,0.68,
No.13,女子,50m背泳ぎ,43.04,43.04,80~84歳,52.86,5,岡本靖子,セ・慶應日吉,2/2,1:05.97,,1.07,
No.13,女子,50m背泳ぎ,43.04,43.04,80~84歳,52.86,6,大浜南海江,セ・目黒,2/6,1:07.11,,1.55,
No.13,女子,50m背泳ぎ,43.04,43.04,80~84歳,52.86,7,久保美紀枝,セ・流山,4/4,1:09.99,,0.94,
No.13,女子,50m背泳ぎ,43.04,43.04,80~84歳,52.86,8,川端淑子,セ・天王洲,2/8,1:10.93,,0.85,
No.13,女子,50m背泳ぎ,43.04,43.04,80~84歳,52.86,9,相澤和子,セ・新都心,3/5,1:17.29,,0.60,
No.13,女子,50m背泳ぎ,43.04,43.04,80~84歳,52.86,10,柴田幸子,セ・ときわ台,1/2,1:37.46,,1.48,
No.13,女子,50m背泳ぎ,40.08,40.56,75~79歳,48,1,藤井一恵,セ・大森,9/105,5.40,,0.76,
No.13,女子,50m背泳ぎ,40.08,40.56,75~79歳,48,2,吉田三枝子,墨田区体育館,10/95,5.82,,0.87,
No.13,女子,50m背泳ぎ,40.08,40.56,75~79歳,48,3,川口栄子,セ・松戸,9/35,6.86,,0.94,
No.13,女子,50m背泳ぎ,40.08,40.56,75~79歳,48,4,中村敬子,セ・府中,7/55,7.55,,0.91,
No.13,女子,50m背泳ぎ,40.08,40.56,75~79歳,48,5,栗林眞知子,セ・成城,7/35,7.92,,0.77,
No.13,女子,50m背泳ぎ,40.08,40.56,75~79歳,48,6,古旗美鈴,セ・上池袋,9/55,8.30,,0.81,
No.13,女子,50m背泳ぎ,40.08,40.56,75~79歳,48,7,星幸恵,クリースパ,6/65,8.67,,0.78,
No.13,女子,50m背泳ぎ,40.08,40.56,75~79歳,48,8,内田良子,セ・用賀,8/4,1:00.04,,0.91,
No.13,女子,50m背泳ぎ,40.08,40.56,75~79歳,48,9,浅野美恵子,セ・蒲田,7/4,1:00.11,,0.90,
No.13,女子,50m背泳ぎ,40.08,40.56,75~79歳,48,10,原田早苗,セ・南千住,7/6,1:00.72,,0.90,
No.13,女子,50m背泳ぎ,40.08,40.56,75~79歳,48,11,仲岡輝,セ・我孫子,5/4,1:01.17,,0.75,
No.13,女子,50m背泳ぎ,40.08,40.56,75~79歳,48,12,岡田啓子,セ・桶川北本,7/7,1:01.52,,1.08,
No.13,女子,50m背泳ぎ,40.08,40.56,75~79歳,48,13,橋本順子,セ・おおたか,5/9,1:02.16,,0.74,
No.13,女子,50m背泳ぎ,40.08,40.56,75~79歳,48,14,川島かよ子,セ・天王洲,5/10,1:03.45,,1.08,
No.13,女子,50m背泳ぎ,40.08,40.56,75~79歳,48,15,松木弘美,セ・志木,3/6,1:04.25,,0.89,
No.13,女子,50m背泳ぎ,40.08,40.56,75~79歳,48,16,田野倉和子,セ・慶應日吉,2/4,1:06.59,,0.86,
No.13,女子,50m背泳ぎ,40.08,40.56,75~79歳,48,17,後藤節子,セ・松戸,5/1,1:07.04,,0.88,
No.13,女子,50m背泳ぎ,40.08,40.56,75~79歳,48,18,中田和子,セ・越谷,1/8,1:08.73,,0.88,
No.13,女子,50m背泳ぎ,40.08,40.56,75~79歳,48,19,山口英子,セ・流山,3/8,1:09.41,,0.85,
No.13,女子,50m背泳ぎ,40.08,40.56,75~79歳,48,20,栗原羊子,セ・流山,4/8,1:13.55,,0.97,
No.13,女子,50m背泳ぎ,40.08,40.56,75~79歳,48,21,山本まり子,セ・育見台,3/4,1:15.53,,0.74,
No.13,女子,50m背泳ぎ,40.08,40.56,75~79歳,48,22,小島律子,セ・谷津,1/4,1:16.73,,0.78,
No.13,女子,50m背泳ぎ,40.08,40.56,75~79歳,48,23,佐藤とき子,セ・蘇我,2/9,1:23.02,,0.92,
No.13,女子,50m背泳ぎ,40.08,40.56,75~79歳,48,24,西村咲喜子,セ・志木,1/9,1:42.38,,1.54,
No.13,女子,50m背泳ぎ,34.65,39.67,70~74歳,45.18,1,吉野治子,セ・成城,15/14,8.53,,0.74,
No.13,女子,50m背泳ぎ,34.65,39.67,70~74歳,45.18,2,松村恵子,セ・葛西,13/54,9.84,,0.73,
No.13,女子,50m背泳ぎ,34.65,39.67,70~74歳,45.18,3,石塚孝子,セ・志木,12/35,0.85,,0.88,
No.13,女子,50m背泳ぎ,34.65,39.67,70~74歳,45.18,4,市野克子,セ・大森,11/45,0.97,,0.84,
No.13,女子,50m背泳ぎ,34.65,39.67,70~74歳,45.18,5,近藤ひな子,セ・二俣川,11/65,1.09,,0.76,
No.13,女子,50m背泳ぎ,34.65,39.67,70~74歳,45.18,6,水谷裕子,セ・西新井,12/25,3.30,,0.81,
No.13,女子,50m背泳ぎ,34.65,39.67,70~74歳,45.18,7,見崎幸子,墨田区体育館,9/95,3.52,,0.91,
No.13,女子,50m背泳ぎ,34.65,39.67,70~74歳,45.18,8,平山啓子,セ・南青山,9/45,5.82,,0.80,
No.13,女子,50m背泳ぎ,34.65,39.67,70~74歳,45.18,8,梅田栄己子,セ・天王洲,9/65,5.82,,0.94,
No.13,女子,50m背泳ぎ,34.65,39.67,70~74歳,45.18,10,儀保都志子,セ・成瀬,5/85,6.22,,0.71,
No.13,女子,50m背泳ぎ,34.65,39.67,70~74歳,45.18,11,相澤史子,セ・松戸,11/105,6.54,,0.63,
No.13,女子,50m背泳ぎ,34.65,39.67,70~74歳,45.18,12,岡村悦子,セ・おおたか,4/95,7.86,,0.73,
No.13,女子,50m背泳ぎ,34.65,39.67,70~74歳,45.18,13,矢島きよえ,cs南行徳,5/35,9.29,,0.94,
No.13,女子,50m背泳ぎ,34.65,39.67,70~74歳,45.18,14,大久保祐美子,セ・おおたか,5/25,9.47,,0.84,
No.13,女子,50m背泳ぎ,34.65,39.67,70~74歳,45.18,15,樋口孝子,セ・阿佐谷,7/85,9.89,,1.14,
No.13,女子,50m背泳ぎ,34.65,39.67,70~74歳,45.18,16,藤田悦子,セ・二俣川,3/9,1:00.51,,0.88,
No.13,女子,50m背泳ぎ,34.65,39.67,70~74歳,45.18,17,吉田あけみ,セ・館山,6/3,1:01.32,,0.86,
No.13,女子,50m背泳ぎ,34.65,39.67,70~74歳,45.18,18,池淵玲子,セ・慶應日吉,6/2,1:01.46,,0.73,
No.13,女子,50m背泳ぎ,34.65,39.67,70~74歳,45.18,19,若松はる子,セ・松戸,6/4,1:01.65,,0.69,
No.13,女子,50m背泳ぎ,34.65,39.67,70~74歳,45.18,20,若林多恵子,セ・谷津,1/7,1:02.30,,1.08,
No.13,女子,50m背泳ぎ,34.65,39.67,70~74歳,45.18,21,岩塚美恵子,セ・越谷,3/2,1:02.73,,0.81,
No.13,女子,50m背泳ぎ,34.65,39.67,70~74歳,45.18,22,鬼束洋子,セ・天王洲,2/7,1:03.22,,0.70,
No.13,女子,50m背泳ぎ,34.65,39.67,70~74歳,45.18,23,青木洋子,墨田区体育館,5/7,1:03.72,,0.84,
No.13,女子,50m背泳ぎ,34.65,39.67,70~74歳,45.18,24,橋本美千代,セ・志木,3/1,1:06.93,,1.05,
No.13,女子,50m背泳ぎ,34.65,39.67,70~74歳,45.18,25,上野俊子,セ・桶川北本,4/2,1:07.50,,0.86,
No.13,女子,50m背泳ぎ,34.65,39.67,70~74歳,45.18,26,樋口恵子,セ・育見台,4/5,1:09.17,,1.05,
No.13,女子,50m背泳ぎ,34.65,39.67,70~74歳,45.18,27,長谷川節子,セ・天王洲,4/1,1:09.74,,0.69,
No.13,女子,50m背泳ぎ,34.65,39.67,70~74歳,45.18,28,于亜芝,セ・南千住,10/6,1:09.88,,0.79,
No.13,女子,50m背泳ぎ,34.65,39.67,70~74歳,45.18,29,友野敬子,セ・館山,2/3,1:11.06*手動,,0.71,
No.13,女子,50m背泳ぎ,34.65,39.67,70~74歳,45.18,30,石村眞理子,セ・新川崎,3/3,1:11.26,,0.99,
No.13,女子,50m背泳ぎ,34.65,39.67,70~74歳,45.18,31,寺西寿賀子,セ・天王洲,6/8,1:11.61,,0.83,
No.13,女子,50m背泳ぎ,34.65,39.67,70~74歳,45.18,32,神村祥子,クリースパ,1/6,1:13.09,,0.80,
No.13,女子,50m背泳ぎ,33.59,37.54,65~69歳,43.31,1,石田良子,セ・越谷,14/44,3.86,,0.56,
No.13,女子,50m背泳ぎ,33.59,37.54,65~69歳,43.31,2,田代眞理子,セ・成城,14/64,7.28,,0.76,
No.13,女子,50m背泳ぎ,33.59,37.54,65~69歳,43.31,3,山本由起子,セ・南千住,13/64,7.74,,0.76,
