種別,No,種目,年齢区分,順位,氏名_チーム名,所属_合計年齢,水路,時間,備考,メンバー1,メンバー2,メンバー3,メンバー4
個人,No.10,男子100m自由形,25~29歳,1,田中壮一郎,セ・二俣川,9/6,58.77,,,,,
個人,No.10,男子100m自由形,25~29歳,2,木渕大輝,セ・天王洲,9/3,58.91,,,,,
個人,No.10,男子100m自由形,25~29歳,3,柿沼龍史,セ・成城,8/3,59.53,,,,,
個人,No.10,男子100m自由形,25~29歳,4,泉翔太,セ・葛西,9/8,1:01.37,,,,,
個人,No.10,男子100m自由形,25~29歳,6,星友也,セ・天王洲,8/1,1:02.69,,,,,
個人,No.10,男子100m自由形,25~29歳,7,武本侑己,セ・青砥,9/2,1:02.74,,,,,
個人,No.10,男子100m自由形,18~24歳,1,菅原啓,セ・慶應日吉,9/5,55.94,,,,,
個人,No.10,男子100m自由形,18~24歳,2,村田拓斗,セ・長津田,9/1,57.25,,,,,
個人,No.10,男子100m自由形,18~24歳,3,織戸友宏,セ・葛西,9/9,58.68,,,,,
個人,No.10,男子100m自由形,18~24歳,5,佐藤汰祐,ザバス鶴見,9/7,1:02.65,,,,,
個人,No.10,男子100m自由形,18~24歳,6,金子智哉,セ・清瀬,7/3,1:03.33,,,,,
リレー,No.11,女子4×50mメドレーリレー,280~319歳,1,葛西,290歳,1/5,3:05.91,,"松,恵子",菅野泰子,大山恵子,青砥美智子
リレー,No.11,女子4×50mメドレーリレー,280~319歳,2,慶應日吉,280歳,1/6,3:28.79,,山田智子,渡部みさを,井手敦子,竹原君枝
リレー,No.11,女子4×50mメドレーリレー,280~319歳,3,南千住,288歳,1/2,3:43.30,,石崎節代,匕形実,下川美枝,井節子
リレー,No.11,女子4×50mメドレーリレー,280~319歳,4,市ヶ尾,291歳,1/3,3:49.44,,嶋田陽子,荒深なみ,原昌代,安澤イソ子
リレー,No.11,女子4×50mメドレーリレー,240~279歳,1,二俣川,252歳,2/3,2:46.12,,盛田真規子,野島久枝,武井麻知子,永瀬秀子
リレー,No.11,女子4×50mメドレーリレー,240~279歳,2,松戸,241歳,2/2,3:04.18,,及川,渡邊ひろみ,高橋,相澤子
リレー,No.11,女子4×50mメドレーリレー,240~279歳,3,志木,253歳,2/1,3:13.36,,石塚孝子,瀧下節子,高橋真美,佐々木れ
リレー,No.11,女子4×50mメドレーリレー,240~279歳,4,成城,272歳,2/4,3:14.54,,桶谷智子,栗林眞知子,伊藤ゅかり,草森理子
リレー,No.11,女子4×50mメドレーリレー,240~279歳,5,阿佐谷,247歳,1/4,3:21.67,,五十嵐ー澄,三枚堂かよ子,大原圭美,大久保彡子
リレー,No.11,女子4×50mメドレーリレー,200~239歳,1,慶應日吉,203歳,3/1,2:37.61,,中野子,前畑子,宀本重,上沢絵里奈
リレー,No.11,女子4×50mメドレーリレー,200~239歳,2,成城,228歳,3/9,2:40.26,,仲田久美子,佐藤子,佐々木彡,高梨美樹
リレー,No.11,女子4×50mメドレーリレー,200~239歳,3,南千住,204歳,3/10,2:42.26,,山本由起子,田原文月,吉田ばら,杉本浩美
リレー,No.11,女子4×50mメドレーリレー,200~239歳,4,圭瀬,227歳,2/8,2:44.37,,大橋づ美,佐藤美絵子,田中貴子,小倉直美
リレー,No.11,女子4×50mメドレーリレー,160~199歳,1,市ヶ尾,194歳,3/2,2:29.14,,池田百合子,白須靖子,宀下奏子,高橋麻子
リレー,No.11,女子4×50mメドレーリレー,160~199歳,2,桶川.本,186歳,3/8,2:39.26,,梅澤ノ子,",岡貴子",",岡亠奈",鈴木ー奈
リレー,No.11,女子4×50mメドレーリレー,160~199歳,3,天王洲,173歳,2/6,2:43.83,,宇田川美穂,中辷澄美,萩原ゅりか,四井美穂
リレー,No.11,女子4×50mメドレーリレー,160~199歳,4,二俣川,169歳,2/5,2:45.02,,草野茜,竹下菜々美,吉池奈々,前田由希映
リレー,No.11,女子4×50mメドレーリレー,160~199歳,5,長津田,171歳,2/9,2:52.22,,原磨理,久保美由紀,森谷麻貴,宀林佑妃
リレー,No.11,女子4×50mメドレーリレー,120~159歳,1,葛西,140歳,3/5,2:13.80,,永田那子,小林志穂,青木梨緒,大椛詩織
リレー,No.11,女子4×50mメドレーリレー,120~159歳,2,長津田,132歳,3/6,2:17.61,,小澤有未,高橋良,"吉,余",川.恵
リレー,No.11,女子4×50mメドレーリレー,120~159歳,3,おおたか,156歳,3/3,2:23.46,,嶋田菜々子,"中,可奈子",松前優里奈,柳有美子
リレー,No.11,女子4×50mメドレーリレー,120~159歳,4,成城,133歳,3/4,2:24.88,,中畑眸,丸玖瑠都,仲田笑美,岩田愛恵
リレー,No.11,女子4×50mメドレーリレー,120~159歳,5,南青山,124歳,3/7,2:27.29,,友田智哲,竹山睦月,皆川すみれ,二宀若葉
リレー,No.11,女子4×50mメドレーリレー,120~159歳,6,茂原,130歳,2/7,2:43.38,,岡澤志織,松本ー奈,長谷ちひろ,岡澤美咲
リレー,No.12,男子4×50mメドレーリレー,280~319歳,1,成城,282歳,1/2,2:38.43,,吉田亮,石井龍,木津誠,若宀強
リレー,No.12,男子4×50mメドレーリレー,280~319歳,2,阿佐谷,290歳,1/1,2:55.65,,伴野保志,吉村進,吉原一彦,折居彰
リレー,No.12,男子4×50mメドレーリレー,240~219歳,1,二俣川,241歳,1/6,2:18.58,,下家成人,若島健二,永瀬知之,冨松実
リレー,No.12,男子4×50mメドレーリレー,240~219歳,2,おおたか,242歳,1/5,2:20.69,,會田修一,大作〕,海辺信吉,五十洋
リレー,No.12,男子4×50mメドレーリレー,240~219歳,3,長津田,241歳,1/8,2:33.25,,西森文史郎,池谷千尋,金子謙一,西野宀冬木
リレー,No.12,男子4×50mメドレーリレー,240~219歳,4,葛西,257歳,1/9,2:50.05,,宀木幸彦,赤坂吉昭,原田真,大内洋
リレー,No.12,男子4×50mメドレーリレー,200~239歳,1,市ヶ尾,203歳,3/4,2:06.66,,田窪達,廣松イ一,田中一也,神尾尚人
リレー,No.12,男子4×50mメドレーリレー,200~239歳,2,清瀬,200歳,3/9,2:09.04,,山田耕一,小倉和彦,塚本拓也,小倉秀和
リレー,No.12,男子4×50mメドレーリレー,200~239歳,3,二俣川,201歳,3/1,2:10.31,,大村俊文,関ロ義和,堀川広祐,石上智啓
リレー,No.12,男子4×50mメドレーリレー,200~239歳,4,長津田,212歳,2/7,2:15.34,,藤本和,星野隆,矢部谷之,花井一也
リレー,No.12,男子4×50mメドレーリレー,200~239歳,5,川崎,204歳,2/8,2:19.16,,杉原之,大橋也,中込之,高瀬信雄
リレー,No.12,男子4×50mメドレーリレー,200~239歳,6,八王子,207歳,1/7,2:20.24,,小室秀幸,高田義久,鈴木直哉,添田邦彦
リレー,No.12,男子4×50mメドレーリレー,200~239歳,7,柏,212歳,2/4,2:21.58,,磯貝知弘,長田谷史,上野太己夫,小島淳
リレー,No.12,男子4×50mメドレーリレー,200~239歳,8,流山,206歳,2/2,2:22.61,,設樂航希,佐々木茂倫,田中基幹,大倉健志
リレー,No.12,男子4×50mメドレーリレー,200~239歳,9,阿佐谷,202歳,2/9,2:28.11,,若杉佳宏,紺野忠大,大川明徳,北川貴義
リレー,No.12,男子4×50mメドレーリレー,160~199歳,1,二俣川,160歳,3/5,1:51.11,,寺田貴洋,石谷太郎,前田康、,前田崇/
リレー,No.12,男子4×50mメドレーリレー,160~199歳,2,天王洲,160歳,2/6,2:03.11,,中村,加間英貴,倉持公一,久保卓
リレー,No.12,男子4×50mメドレーリレー,160~199歳,3,慶應日吉,191歳,3/2,2:06.25,,福田雄太,勝吉進一,河野悟,松崎敏明
リレー,No.12,男子4×50mメドレーリレー,160~199歳,4,大森,169歳,1/3,2:12.62,,北村洋一,海老原健太,度部慎也,野村峰生
リレー,No.12,男子4×50mメドレーリレー,160~199歳,5,松戸,179歳,2/1,2:21.19,,鈴木敏志,伊藤水晶,庄司和明,藤井宏哉
リレー,No.12,男子4×50mメドレーリレー,120~159歳,1,阿佐谷,140歳,3/7,1:59.68,,棚網宏之,津守陽介,荒井啓汰,和田弘太郎
リレー,No.12,男子4×50mメドレーリレー,120~159歳,2,用賀,150歳,2/5,2:13.04,,柄澤英也,浅岡遼,室坂拓真,亀井智貴
リレー,No.12,男子4×50mメドレーリレー,12~119歳,1,葛西,115歳,3/8,2:01.42,,石井孟,前島攵也,泉羽太,嶋田羽太
リレー,No.12,男子4×50mメドレーリレー,12~119歳,2,二俣川,118歳,3/3,2:02.21,,田中啓二朗,知見邦彦,田中壮一郎,和田佳明
リレー,No.12,男子4×50mメドレーリレー,12~119歳,3,天王洲,115歳,3/10,2:06.54,,星友也,鈴木谷介,木渕大輝,寺田遼太
個人,No.13,女子50m背泳ぎ,85~89歳,1,田中もみぢ,セ・おおたか,5/5,1:02.72,,,,,
個人,No.13,女子50m背泳ぎ,85~89歳,2,須山順子,セ・松戸,4/8,1:04.78,,,,,
個人,No.13,女子50m背泳ぎ,85~89歳,3,森川タェ子,セ・我孫子,1/1,1:12.91,,,,,
個人,No.13,女子50m背泳ぎ,80~84歳,1,中村敬子セ・,中,7/4,57.39*手動,,,,,
個人,No.13,女子50m背泳ぎ,80~84歳,2,田神洋子,セ・トレッサ,3/6,58.37,,,,,
個人,No.13,女子50m背泳ぎ,80~84歳,3,舘野圭子,セ・用賀,4/5,1:00.02,,,,,
個人,No.13,女子50m背泳ぎ,80~84歳,4,内田良子,セ・用賀,5/7,1:02.76,,,,,
個人,No.13,女子50m背泳ぎ,80~84歳,5,浜野操子,セ・流山,1/5,1:06.52,,,,,
個人,No.13,女子50m背泳ぎ,80~84歳,6,岡本靖子,セ・慶應日吉,4/9,1:06.73,,,,,
個人,No.13,女子50m背泳ぎ,80~84歳,7,中田和子,セ・越谷,1/7,1:08.07,,,,,
個人,No.13,女子50m背泳ぎ,80~84歳,8,小野洋子,セ・我孫子,1/4,1:11.64,,,,,
個人,No.13,女子50m背泳ぎ,80~84歳,9,相澤和子,セ・久喜,2/1,1:14.57,,,,,
個人,No.13,女子50m背泳ぎ,75~79歳,1,川口栄子,セ・松戸,8/5,55.89,,,,,
個人,No.13,女子50m背泳ぎ,75~79歳,2,古美鈴,セ・上池袋,7/6,56.95,,,,,
個人,No.13,女子50m背泳ぎ,75~79歳,2,室谷晴江,セ・大森,7/7,56.95,,,,,
個人,No.13,女子50m背泳ぎ,75~79歳,4,吉田三枝子,墨田区体育館,7/5,56.97,,,,,
個人,No.13,女子50m背泳ぎ,75~79歳,5,樋口孝子,セ・阿佐谷,3/7,59.31,,,,,
個人,No.13,女子50m背泳ぎ,75~79歳,6,原田早苗,セ・南千住,5/3,59.95,,,,,
個人,No.13,女子50m背泳ぎ,75~79歳,7,栗林眞知子,セ・成城,6/5,1:00.41,,,,,
個人,No.13,女子50m背泳ぎ,75~79歳,8,岡田啓子,セ・桶川北本,3/4,1:01.47,,,,,
個人,No.13,女子50m背泳ぎ,75~79歳,9,川島かよ子,セ・天王洲,5/9,1:02.48,,,,,
個人,No.13,女子50m背泳ぎ,70~74歳,1,山本由起子,セ・南千住,12/6,48.14,,,,,
個人,No.13,女子50m背泳ぎ,70~74歳,2,松村恵子,セ・葛西,11/5,50.31,,,,,
個人,No.13,女子50m背泳ぎ,70~74歳,3,市野克子,セ・大森,9/7,50.39,,,,,
個人,No.13,女子50m背泳ぎ,70~74歳,4,石塚孝子,セ・志木,10/9,51.53,,,,,
個人,No.13,女子50m背泳ぎ,70~74歳,5,水谷裕子,セ・西新井,9/4,52.53,,,,,
個人,No.13,女子50m背泳ぎ,70~74歳,6,相澤史子,セ・松戸,8/1,54.22,,,,,
個人,No.13,女子50m背泳ぎ,70~74歳,7,梅田栄己子,セ・天王洲,7/3,55.22,,,,,
個人,No.13,女子50m背泳ぎ,70~74歳,8,儀保都志子,セ・成瀬,3/8,56.38,,,,,
個人,No.13,女子50m背泳ぎ,70~74歳,9,平山啓子,セ・南青山,8/6,57.92,,,,,
個人,No.13,女子50m背泳ぎ,65~69歳,1,石田良子,セ・越谷,13/5,46.90,,,,,
個人,No.13,女子50m背泳ぎ,65~69歳,2,田邊和歌子,セ・横浜,13/2,47.13,,,,,
個人,No.13,女子50m背泳ぎ,65~69歳,3,桶谷智子,セ・成城,11/6,48.82,,,,,
個人,No.13,女子50m背泳ぎ,65~69歳,4,掘口実枝子,セ・トレッサ,11/7,50.77,,,,,
個人,No.13,女子50m背泳ぎ,65~69歳,5,森本美恵,セ・松戸,11/4,50.89,,,,,
個人,No.13,女子50m背泳ぎ,65~69歳,6,嶋田陽子,セ・市ヶ尾,6/7,51.05,,,,,
個人,No.13,女子50m背泳ぎ,65~69歳,7,片桐万澄,セ・南千住,7/8,51.09,,,,,
個人,No.13,女子50m背泳ぎ,65~69歳,8,倉林明子,セ・おおたか,9/5,51.46,,,,,
個人,No.13,女子50m背泳ぎ,65~69歳,9,岡田美恵子,セ・溝ノ口,9/2,51.74,,,,,
個人,No.13,女子50m背泳ぎ,60~64歳,1,田中貴子,セ・清瀬,14/5,41.72,,,,,
個人,No.13,女子50m背泳ぎ,60~64歳,2,武井麻知子,セ・二俣川,15/2,42.47,,,,,
個人,No.13,女子50m背泳ぎ,60~64歳,4,原磨理,セ・長津田,13/1,45.69,,,,,
個人,No.13,女子50m背泳ぎ,60~64歳,5,吉川千晶,G-SPA,14/8,45.76,,,,,
個人,No.13,女子50m背泳ぎ,60~64歳,6,佐藤明美,セ・館山,13/6,47.46,,,,,
個人,No.13,女子50m背泳ぎ,60~64歳,7,伊藤ゆかり,セ・成城,12/3,47.52,,,,,
個人,No.13,女子50m背泳ぎ,60~64歳,8,高見沢ゆみ子,セ・慶應日吉,11/3,47.74,,,,,
個人,No.13,女子50m背泳ぎ,55~59歳,1,仲田久美子,セ・成城,16/9,39.36,,,,,
個人,No.13,女子50m背泳ぎ,55~59歳,2,鈴木和佳奈,セ・桶川北本,16/4,39.59,,,,,
個人,No.13,女子50m背泳ぎ,55~59歳,4,八尋加苗,セ・松戸,14/9,44.15,,,,,
個人,No.13,女子50m背泳ぎ,55~59歳,5,武部友美子,セ・東戸塚,14/3,45.10,,,,,
個人,No.13,女子50m背泳ぎ,55~59歳,6,佐藤洋子,セ・成城,13/7,45.46,,,,,
個人,No.13,女子50m背泳ぎ,55~59歳,7,森川佳余子,クリーンスパ,12/2,48.08,,,,,
個人,No.13,女子50m背泳ぎ,55~59歳,8,小林のぞみ,セ・越谷,13/4,48.38,,,,,
個人,No.13,女子50m背泳ぎ,55~59歳,9,捶井子,セ・用賀,13/3,48.39,,,,,
個人,No.13,女子50m背泳ぎ,50~54歳,1,浅尾有香,セ・大森,17/2,36.32,,,,,
個人,No.13,女子50m背泳ぎ,50~54歳,2,梅澤売子,セ・桶川北本,17/3,36.56,,,,,
個人,No.13,女子50m背泳ぎ,50~54歳,3,木村美佐子,セ・南宇都宮,16/6,39.27,,,,,
個人,No.13,女子50m背泳ぎ,50~54歳,4,棚網恵理,セ・阿佐谷,16/1,40.75,,,,,
個人,No.13,女子50m背泳ぎ,50~54歳,5,大橋ほづ美,セ・清瀬,16/8,40.87,,,,,
個人,No.13,女子50m背泳ぎ,50~54歳,6,杉本浩美,セ・南千住,15/7,41.40,,,,,
個人,No.13,女子50m背泳ぎ,50~54歳,7,河原和世,セ・戸塚,15/8,41.60,,,,,
個人,No.13,女子50m背泳ぎ,50~54歳,8,吉岡智子,セ・新都心,14/6,43.80,,,,,
個人,No.13,女子50m背泳ぎ,50~54歳,9,高橋麻子,セ・市ヶ尾,14/4,43.91,,,,,
個人,No.13,女子50m背泳ぎ,45~49歳,1,坂本桃枝,G-SPA,16/5,37.37,,,,,
個人,No.13,女子50m背泳ぎ,45~49歳,2,遠藤真理,セ・袖ヶ浦,17/9,40.54,,,,,
個人,No.13,女子50m背泳ぎ,45~49歳,3,宇田川美穂,セ・天王洲,14/1,43.06,,,,,
個人,No.13,女子50m背泳ぎ,45~49歳,4,草野茜,セ・二俣川,14/7,43.24,,,,,
個人,No.13,女子50m背泳ぎ,45~49歳,5,兵頭和子,セ・成瀬,15/9,43.43,,,,,
個人,No.13,女子50m背泳ぎ,45~49歳,6,小高麻衣子,セ・市川,14/2,44.66,,,,,
個人,No.13,女子50m背泳ぎ,45~49歳,7,貞廣瑠美子,セ・上池袋,11/1,45.25,,,,,
個人,No.13,女子50m背泳ぎ,45~49歳,8,吉田瑠夏,曽谷・セ,12/9,49.88,,,,,
個人,No.13,女子50m背泳ぎ,40~44歳,1,永田加那子,セ・葛西,17/8,36.99,,,,,
個人,No.13,女子50m背泳ぎ,40~44歳,2,宮本八重,セ・慶應日吉,17/1,38.53,,,,,
個人,No.13,女子50m背泳ぎ,40~44歳,3,大竹昌子,セ・大森,15/6,41.93,,,,,
個人,No.13,女子50m背泳ぎ,35~39歳,1,中畑,セ・成城,16/7,40.45,,,,,
個人,No.13,女子50m背泳ぎ,35~39歳,2,萩原ゆりか,セ・天王洲,16/2,40.61,,,,,
個人,No.13,女子50m背泳ぎ,35~39歳,3,李鎬善,セ・目黒,13/8,47.16,,,,,
個人,No.13,女子50m背泳ぎ,30~34歳,2,仲田笑美,セ・成城,17/4,35.86,,,,,
個人,No.13,女子50m背泳ぎ,30~34歳,3,角田優佳里,セ・青砥,10/2,45.11,,,,,
個人,No.13,女子50m背泳ぎ,25~29歳,1,岡澤志織,セ・茂原,17/5,32.21,,,,,
個人,No.13,女子50m背泳ぎ,25~29歳,2,宮百合恵,セ・阿佐谷,15/4,39.87,,,,,
個人,No.13,女子50m背泳ぎ,25~29歳,3,山下紗英,セ・S湘南,16/3,40.66,,,,,
個人,No.13,女子50m背泳ぎ,18~24歳,1,宮澤緋花留,セ・蒲田,17/6,34.71,,,,,
個人,No.13,女子50m背泳ぎ,18~24歳,2,松本彩花,セ・二俣川,15/5,40.84,,,,,
個人,No.13,女子50m背泳ぎ,18~24歳,3,星野真美,セ・志木,17/7,40.88,,,,,
個人,No.13,女子50m背泳ぎ,18~24歳,4,皆川すみれ,セ・南青山,15/1,43.84,,,,,
個人,No.14,男子50m背泳ぎ,80~84歳,1,石川守也,セ・市川,2/2,5れ.6れ,,,,,
個人,No.14,男子50m背泳ぎ,80~84歳,2,丸本芳郎,ザノス鶴見,1/2,1:05.17,,,,,
個人,No.14,男子50m背泳ぎ,75~79歳,1,吉田売,セ・成城,4/1,44.87,,,,,
個人,No.14,男子50m背泳ぎ,75~79歳,2,田中信夫,セ・越谷,3/2,50.31,,,,,
個人,No.14,男子50m背泳ぎ,75~79歳,3,大内洋,セ・葛西,1/6,55.36,,,,,
個人,No.14,男子50m背泳ぎ,75~79歳,4,松永勝,セ・おおた,1/7,58.78,,,,,
個人,No.14,男子50m背泳ぎ,75~79歳,5,神伸幸,セ・南青山,1/9,1:05.71,,,,,
個人,No.14,男子50m背泳ぎ,75~79歳,6,岡本孝夫,セ・新川崎,1/8,1:05.97,,,,,
個人,No.14,男子50m背泳ぎ,70~74歳,1,坂倉雅巳,セ・F東戸塚,5/8,40.7れ,,,,,
個人,No.14,男子50m背泳ぎ,70~74歳,2,鈴木幹男,セ・我孫子,4/2,43.6れ,,,,,
個人,No.14,男子50m背泳ぎ,70~74歳,3,吉村進,セ・阿佐谷,3/6,44.56,,,,,
個人,No.14,男子50m背泳ぎ,70~74歳,4,臼井全人,セ・大宮宮原,3/4,45.49,,,,,
個人,No.14,男子50m背泳ぎ,70~74歳,5,渡邊光洋,セ・福島,2/3,47.69,,,,,
個人,No.14,男子50m背泳ぎ,70~74歳,6,常山臣二,曽谷・セ,3/9,48.7れ,,,,,
個人,No.14,男子50m背泳ぎ,70~74歳,7,古川臣一郎,ザノス川崎,2/7,48.76,,,,,
個人,No.14,男子50m背泳ぎ,70~74歳,8,幡場達明,セ・大宮宮原,2/4,51.66,,,,,
個人,No.14,男子50m背泳ぎ,70~74歳,9,安髙祐三,セ・越谷,2/9,55.16,,,,,
個人,No.14,男子50m背泳ぎ,65~69歳,1,會田修一,セ・おおた,5/9,38.84,,,,,
個人,No.14,男子50m背泳ぎ,65~69歳,2,冨松実,セ・二俣川,4/4,39.69,,,,,
個人,No.14,男子50m背泳ぎ,65~69歳,3,五十嵐洋,セ・おおた,2/5,45.れ0,,,,,
個人,No.14,男子50m背泳ぎ,65~69歳,5,岡部浩次,セ・上池袋,1/5,54.33,,,,,
個人,No.14,男子50m背泳ぎ,65~69歳,6,石井玲二,セ・川越,1/3,57.19,,,,,
個人,No.14,男子50m背泳ぎ,60~64歳,1,下家成人,セ・二俣川,6/9,35.48,,,,,
個人,No.14,男子50m背泳ぎ,60~64歳,2,村木満,セ・トレッサ,4/3,4れ.60,,,,,
個人,No.14,男子50m背泳ぎ,60~64歳,3,松下尚之,セ・流山,3/1,47.46,,,,,
個人,No.14,男子50m背泳ぎ,60~64歳,4,浦田昌和,セ・成城,3/8,48.95,,,,,
個人,No.14,男子50m背泳ぎ,55~59歳,2,小倉秀和,セ・清瀬,6/3,36.47,,,,,
個人,No.14,男子50m背泳ぎ,55~59歳,3,中津全士,セ・s湘南台,5/7,37.85,,,,,
個人,No.14,男子50m背泳ぎ,55~59歳,5,久卓士,セ・天王洲,5/3,39.49,,,,,
個人,No.14,男子50m背泳ぎ,55~59歳,6,佐々木栄一,G-sPA,4/6,40.79,,,,,
個人,No.14,男子50m背泳ぎ,55~59歳,7,杉原祥之,ザノス川崎,5/1,45.65,,,,,
個人,No.14,男子50m背泳ぎ,50~54歳,1,畠山雅和,セ・袖ヶ浦,7/3,30.18,・大会新,,,,
個人,No.14,男子50m背泳ぎ,50~54歳,3,内藤充,セ・新川崎,6/1,35.53,,,,,
個人,No.14,男子50m背泳ぎ,50~54歳,4,渡辺則貴,セ・戸塚,5/4,36.9れ,,,,,
個人,No.14,男子50m背泳ぎ,50~54歳,5,松本考弘,セ・清瀬,4/8,39.66,,,,,
個人,No.14,男子50m背泳ぎ,50~54歳,6,青木正昭,セ・福生,3/3,46.19,,,,,
個人,No.14,男子50m背泳ぎ,45~49歳,1,寺田貴洋,セ・二俣川,7/7,30.89,,,,,
個人,No.14,男子50m背泳ぎ,45~49歳,2,皆川雅登,セ・大宮宮原,5/6,37.31,,,,,
個人,No.14,男子50m背泳ぎ,45~49歳,3,若杉佳宏,セ・阿佐谷,4/5,38.78,,,,,
個人,No.14,男子50m背泳ぎ,45~49歳,4,浅野売介,セ・新都心,4/7,40.66,,,,,
個人,No.14,男子50m背泳ぎ,40~44歳,1,棚網宏之,セ・阿佐谷,7/8,3れ.31,,,,,
個人,No.14,男子50m背泳ぎ,40~44歳,2,川瀬次,セ・大宮宮原,6/7,34.01,,,,,
個人,No.14,男子50m背泳ぎ,40~44歳,3,鈴木敏志,セ・松戸,5/5,34.97,,,,,
個人,No.14,男子50m背泳ぎ,40~44歳,4,小田島丈典,セ・福生,4/9,41.4れ,,,,,
個人,No.14,男子50m背泳ぎ,35~39歳,1,福田雄太,セ・慶應日吉,7/2,3れ.れ9,,,,,
個人,No.14,男子50m背泳ぎ,35~39歳,2,木村考太,セ・市ヶ尾,5/2,39.れ3,,,,,
個人,No.14,男子50m背泳ぎ,35~39歳,3,佐々木悠介,セ・福島,2/6,50.06,,,,,
個人,No.14,男子50m背泳ぎ,30~34歳,1,石川和樹,セ・谷津,7/5,れ7.19,・大会新,,,,
個人,No.14,男子50m背泳ぎ,30~34歳,2,塚本也,セ・清瀬,7/9,30.86,,,,,
個人,No.14,男子50m背泳ぎ,30~34歳,3,土屋大貴,セ・平塚,6/5,3れ.31,,,,,
個人,No.14,男子50m背泳ぎ,30~34歳,4,石井孟,セ・葛西,7/1,33.れ5,,,,,
個人,No.14,男子50m背泳ぎ,れ5~れ9歳,1,中村,セ・天王洲,7/6,れ9.50,,,,,
個人,No.14,男子50m背泳ぎ,れ5~れ9歳,2,廣川大起,セ・柏,7/4,30.18,,,,,
個人,No.14,男子50m背泳ぎ,れ5~れ9歳,3,荒井啓汰,セ・阿佐谷,6/8,34.13,,,,,
個人,No.14,男子50m背泳ぎ,れ5~れ9歳,4,矢野匠,セ・葛西,6/4,37.30,,,,,
個人,No.14,男子50m背泳ぎ,18~れ4歳,1,田中啓二朗,セ・二俣川,6/6,3れ.48,,,,,
個人,No.15,女子50m自由形,90~94歳,1,鈴木静江,クリーンスノ,1/6,1:10.27,,,,,
個人,No.15,女子50m自由形,85~89歳,2,平井節子,セ・南千住,1/7,51.79,,,,,
個人,No.15,女子50m自由形,85~89歳,3,田中もみぢ,セ・おおたか,7/2,52.20,,,,,
個人,No.15,女子50m自由形,85~89歳,4,須山順子,セ・松戸,6/5,53.19,,,,,
個人,No.15,女子50m自由形,80~84歳,1,八田清子,セ・松戸,11/2,44.20,,,,,
個人,No.15,女子50m自由形,80~84歳,3,武藤治子,セ・二俣川,3/5,52.57,,,,,
個人,No.15,女子50m自由形,80~84歳,4,田神洋子,セ・トレッサ,2/7,52.69,,,,,
個人,No.15,女子50m自由形,80~84歳,5,小野洋子,セ・我孫子,1/5,55.71,,,,,
個人,No.15,女子50m自由形,80~84歳,6,中田和子,セ・越谷,1/8,57.44,,,,,
個人,No.15,女子50m自由形,80~84歳,7,倉元恵子,セ・宀山,2/5,58.45,,,,,
個人,No.15,女子50m自由形,80~84歳,8,相澤和子,セ・久喜,2/4,1:03.57,,,,,
個人,No.15,女子50m自由形,80~84歳,9,浜野操子,セ・流山,1/3,1:16.44,,,,,
個人,No.15,女子50m自由形,75~79歳,1,渡部みさを,セ・慶應日吉,15/8,43.10,,,,,
個人,No.15,女子50m自由形,75~79歳,2,樋口孝子,セ・阿佐谷,7/5,46.35,,,,,
個人,No.15,女子50m自由形,75~79歳,3,浅野美恵子,セ・蒲田,6/7,46.89,,,,,
個人,No.15,女子50m自由形,75~79歳,4,川口栄子,セ・松戸,10/6,47.43,,,,,
個人,No.15,女子50m自由形,75~79歳,5,古美鈴,セ・上池,12/1,47.95,,,,,
個人,No.15,女子50m自由形,75~79歳,7,坂本光子,セ・越谷,9/3,50.19,,,,,
個人,No.15,女子50m自由形,75~79歳,8,吉見一江,セ・二俣川,3/4,50.72,,,,,
個人,No.15,女子50m自由形,75~79歳,9,松永タズョ,セ・おおたか,7/9,51.36,,,,,
個人,No.15,女子50m自由形,70~74歳,1,青木華世子,セ・松戸,19/8,38.22,,,,,
個人,No.15,女子50m自由形,70~74歳,2,原田岳美,セ・藤沢,19/1,39.20,,,,,
個人,No.15,女子50m自由形,70~74歳,3,ダン典子,セ・自由が丘,18/9,40.24,,,,,
個人,No.15,女子50m自由形,70~74歳,4,舛尾妃呂子セ・,毛海岸,12/6,42.31,,,,,
個人,No.15,女子50m自由形,70~74歳,5,後藤明美,セ・天王洲,9/2,42.63,,,,,
個人,No.15,女子50m自由形,70~74歳,6,山本由起子,セ・南千住,15/9,43.33,,,,,
個人,No.15,女子50m自由形,70~74歳,7,浅浦礼子,セ・柏,13/5,43.48,,,,,
個人,No.15,女子50m自由形,70~74歳,8,梅田栄己子,セ・天王洲,9/5,43.88,,,,,
個人,No.15,女子50m自由形,70~74歳,9,松村恵子,セ・葛西,12/5,43.98,,,,,
個人,No.15,女子50m自由形,65~69歳,1,野村洋子,ザバス八景,19/6,37.36,,,,,
個人,No.15,女子50m自由形,65~69歳,2,安藤薫,セ・西新井,18/4,37.50,,,,,
個人,No.15,女子50m自由形,65~69歳,3,高梨美樹,セ・成城,19/4,38.79,,,,,
個人,No.15,女子50m自由形,65~69歳,5,立石由美子,セ・大森,16/4,39.78,,,,,
個人,No.15,女子50m自由形,65~69歳,6,川久保ちづる,ザバス川崎,18/1,40.10,,,,,
個人,No.15,女子50m自由形,65~69歳,7,米澤美智子,セ・成瀬,16/9,41.12,,,,,
個人,No.15,女子50m自由形,65~69歳,8,井上美佐子,セ・大森,7/7,41.93,,,,,
