競技番号,競技性別,競技名,世界記録,日本記録,大会記録,年齢区分,順位,リレー泳順,氏名,所属,水路,リレー時間,個人時間,リレー合計年齢,飛込タイム,LAPタイム
No.1,女子,100m個人メドレー,1:38.45,1:36.03,2:05.42,80～84歳,1,,久保美紀枝,セ・流山,1/3,,2:28.70,,1.07,33.91|1:10.46|1:54.22
No.18,男子,4×50mメドレーリレー,1:46.84,1:47.74,1:52.43,200～239歳,5,4,清田真人,セ・大宮宮原,1/5,2:17.58,14.55,226歳,,18.25|36.97|55.05|1:16.43|1:30.51|1:47.48|2:02.03
No.18,男子,4×50mメドレーリレー,1:46.84,1:47.74,1:52.43,200～239歳,6,1,青木陽輝,セ・西東京,2/2,2:20.14,14.60,214歳,0.62,14.60|29.58|49.62|1:13.01|1:27.88|1:45.16|2:01.70
No.18,男子,4×50mメドレーリレー,1:46.84,1:47.74,1:52.43,200～239歳,6,2,宮田豊,セ・西東京,2/2,2:20.14,20.04,214歳,,14.60|29.58|49.62|1:13.01|1:27.88|1:45.16|2:01.70
No.18,男子,4×50mメドレーリレー,1:46.84,1:47.74,1:52.43,200～239歳,6,3,清水照久,セ・西東京,2/2,2:20.14,14.87,214歳,,14.60|29.58|49.62|1:13.01|1:27.88|1:45.16|2:01.70
No.18,男子,4×50mメドレーリレー,1:46.84,1:47.74,1:52.43,200～239歳,6,4,白木公人,セ・西東京,2/2,2:20.14,16.54,214歳,,14.60|29.58|49.62|1:13.01|1:27.88|1:45.16|2:01.70
No.18,男子,4×50mメドレーリレー,1:46.84,1:47.74,1:52.43,200～239歳,7,1,若杉佳宏,セ・阿佐谷,1/8,2:23.83,19.02,202歳,0.70,19.02|38.43|56.63|1:18.51|1:36.02|1:56.59|2:09.78
No.18,男子,4×50mメドレーリレー,1:46.84,1:47.74,1:52.43,200～239歳,7,2,紺野忠大,セ・阿佐谷,1/8,2:23.83,18.20,202歳,,19.02|38.43|56.63|1:18.51|1:36.02|1:56.59|2:09.78
No.18,男子,4×50mメドレーリレー,1:46.84,1:47.74,1:52.43,200～239歳,7,3,大川明徳,セ・阿佐谷,1/8,2:23.83,17.51,202歳,,19.02|38.43|56.63|1:18.51|1:36.02|1:56.59|2:09.78
No.18,男子,4×50mメドレーリレー,1:46.84,1:47.74,1:52.43,200～239歳,7,4,北川貴義,セ・阿佐谷,1/8,2:23.83,13.19,202歳,,19.02|38.43|56.63|1:18.51|1:36.02|1:56.59|2:09.78
No.18,男子,4×50mメドレーリレー,1:46.84,1:47.74,1:52.43,200～239歳,8,1,大津信弘,セ・越谷,1/3,2:28.60,20.69,225歳,0.67,20.69|40.86|58.76|1:21.04|1:36.73|1:55.72|2:11.52
No.18,男子,4×50mメドレーリレー,1:46.84,1:47.74,1:52.43,200～239歳,8,2,中村幸弘,セ・越谷,1/3,2:28.60,17.90,225歳,,20.69|40.86|58.76|1:21.04|1:36.73|1:55.72|2:11.52
No.18,男子,4×50mメドレーリレー,1:46.84,1:47.74,1:52.43,200～239歳,8,3,花輪博之,セ・越谷,1/3,2:28.60,15.69,225歳,,20.69|40.86|58.76|1:21.04|1:36.73|1:55.72|2:11.52
No.18,男子,4×50mメドレーリレー,1:46.84,1:47.74,1:52.43,200～239歳,8,4,岡田能行,セ・越谷,1/3,2:28.60,15.80,225歳,,20.69|40.86|58.76|1:21.04|1:36.73|1:55.72|2:11.52
No.18,男子,4×50mメドレーリレー,1:46.84,1:47.74,1:52.43,200～239歳,9,1,宮木幸彦,セ・葛西,2/9,2:32.93,19.38,238歳,0.75,19.38|38.93|56.12|1:16.35|1:32.52|1:51.91|2:12.46
No.18,男子,4×50mメドレーリレー,1:46.84,1:47.74,1:52.43,200～239歳,9,2,小林健,セ・葛西,2/9,2:32.93,17.19,238歳,,19.38|38.93|56.12|1:16.35|1:32.52|1:51.91|2:12.46
No.18,男子,4×50mメドレーリレー,1:46.84,1:47.74,1:52.43,200～239歳,9,3,原田真,セ・葛西,2/9,2:32.93,16.17,238歳,,19.38|38.93|56.12|1:16.35|1:32.52|1:51.91|2:12.46
No.18,男子,4×50mメドレーリレー,1:46.84,1:47.74,1:52.43,200～239歳,9,4,赤坂吉昭,セ・葛西,2/9,2:32.93,20.55,238歳,,19.38|38.93|56.12|1:16.35|1:32.52|1:51.91|2:12.46
No.18,男子,4×50mメドレーリレー,1:46.84,1:47.74,1:52.43,200～239歳,10,1,山下智也,セ・Ｓ湘南台,1/9,2:42.25,17.27,201歳,0.70,14.76|30.87|45.88|1:05.19
No.18,男子,4×50mメドレーリレー,1:46.84,1:47.74,1:52.43,200～239歳,10,2,須川真彦,セ・Ｓ湘南台,1/9,2:42.25,24.14,201歳,,14.76|30.87|45.88|1:05.19
No.18,男子,4×50mメドレーリレー,1:46.84,1:47.74,1:52.43,200～239歳,10,3,井上雅弘,セ・Ｓ湘南台,1/9,2:42.25,17.46,201歳,,14.76|30.87|45.88|1:05.19
No.18,男子,4×50mメドレーリレー,1:46.84,1:47.74,1:52.43,200～239歳,10,4,中島茂,セ・Ｓ湘南台,1/9,2:42.25,17.04,201歳,,14.76|30.87|45.88|1:05.19
No.18,男子,4×50mメドレーリレー,1:46.84,1:47.74,1:52.43,200～239歳,10,1,小林篤,セ・Ｓ湘南台,1/9,2:42.25,14.76,201歳,0.56,14.76|30.87|45.88|1:05.19
No.18,男子,4×50mメドレーリレー,1:46.84,1:47.74,1:52.43,200～239歳,10,2,星野隆,セ・Ｓ湘南台,1/9,2:42.25,15.01,201歳,,14.76|30.87|45.88|1:05.19
No.18,男子,4×50mメドレーリレー,1:41.29,1:40.24,1:48.85,160～199歳,1,1,寺田貴洋,セ・二俣川,4/8,1:54.32,14.38,178歳,0.80,14.38|29.64|43.25|59.64|1:12.92|1:28.71|1:41.10
No.18,男子,4×50mメドレーリレー,1:41.29,1:40.24,1:48.85,160～199歳,1,2,鶴谷学,セ・二俣川,4/8,1:54.32,13.61,178歳,,14.38|29.64|43.25|59.64|1:12.92|1:28.71|1:41.10
No.18,男子,4×50mメドレーリレー,1:41.29,1:40.24,1:48.85,160～199歳,1,3,永瀬知之,セ・二俣川,4/8,1:54.32,13.28,178歳,,14.38|29.64|43.25|59.64|1:12.92|1:28.71|1:41.10
No.18,男子,4×50mメドレーリレー,1:41.29,1:40.24,1:48.85,160～199歳,1,4,前田崇行,セ・二俣川,4/8,1:54.32,12.39,178歳,,14.38|29.64|43.25|59.64|1:12.92|1:28.71|1:41.10
No.18,男子,4×50mメドレーリレー,1:41.29,1:40.24,1:48.85,160～199歳,2,1,桐谷俊寛,セ・新浦安,2/5,1:58.55,14.71,164歳,0.53,14.71|30.71|45.01|1:01.87|1:14.96|1:30.71|1:44.20
No.18,男子,4×50mメドレーリレー,1:41.29,1:40.24,1:48.85,160～199歳,2,2,岡内昭伍,セ・新浦安,2/5,1:58.55,14.30,164歳,,14.71|30.71|45.01|1:01.87|1:14.96|1:30.71|1:44.20
No.18,男子,4×50mメドレーリレー,1:41.29,1:40.24,1:48.85,160～199歳,2,3,佐藤靖嗣,セ・新浦安,2/5,1:58.55,13.09,164歳,,14.71|30.71|45.01|1:01.87|1:14.96|1:30.71|1:44.20
No.18,男子,4×50mメドレーリレー,1:41.29,1:40.24,1:48.85,160～199歳,2,4,引地雄介,セ・新浦安,2/5,1:58.55,13.49,164歳,,14.71|30.71|45.01|1:01.87|1:14.96|1:30.71|1:44.20
No.18,男子,4×50mメドレーリレー,1:41.29,1:40.24,1:48.85,160～199歳,3,1,西山志,セ・天王洲,3/9,2:00.67,13.63,175歳,0.59,13.63|28.14|45.27|1:05.44|1:18.05|1:33.71|1:46.50
No.18,男子,4×50mメドレーリレー,1:41.29,1:40.24,1:48.85,160～199歳,3,2,宅間健介,セ・天王洲,3/9,2:00.67,17.13,175歳,,13.63|28.14|45.27|1:05.44|1:18.05|1:33.71|1:46.50
No.18,男子,4×50mメドレーリレー,1:41.29,1:40.24,1:48.85,160～199歳,3,3,雲藤貴光,セ・天王洲,3/9,2:00.67,12.61,175歳,,13.63|28.14|45.27|1:05.44|1:18.05|1:33.71|1:46.50
No.18,男子,4×50mメドレーリレー,1:41.29,1:40.24,1:48.85,160～199歳,3,4,倉持公一,セ・天王洲,3/9,2:00.67,12.79,175歳,,13.63|28.14|45.27|1:05.44|1:18.05|1:33.71|1:46.50
No.18,男子,4×50mメドレーリレー,1:41.29,1:40.24,1:48.85,160～199歳,4,1,石井了,セ・おおたか,3/5,2:02.36,14.61,162歳,0.67,14.61|29.39|44.90|1:03.23|1:16.83|1:32.19|1:46.66
No.18,男子,4×50mメドレーリレー,1:41.29,1:40.24,1:48.85,160～199歳,4,2,大作善祥,セ・おおたか,3/5,2:02.36,15.51,162歳,,14.61|29.39|44.90|1:03.23|1:16.83|1:32.19|1:46.66
No.18,男子,4×50mメドレーリレー,1:41.29,1:40.24,1:48.85,160～199歳,4,3,古川貴章,セ・おおたか,3/5,2:02.36,13.60,162歳,,14.61|29.39|44.90|1:03.23|1:16.83|1:32.19|1:46.66
No.18,男子,4×50mメドレーリレー,1:41.29,1:40.24,1:48.85,160～199歳,4,4,前田光輝,セ・おおたか,3/5,2:02.36,14.47,162歳,,14.61|29.39|44.90|1:03.23|1:16.83|1:32.19|1:46.66
No.18,男子,4×50mメドレーリレー,1:41.29,1:40.24,1:48.85,160～199歳,5,1,河野悟,セ・慶應日吉,2/4,2:04.55,15.23,189歳,0.63,15.23|31.04|46.19|1:04.46|1:18.71|1:35.74|1:49.65
No.18,男子,4×50mメドレーリレー,1:41.29,1:40.24,1:48.85,160～199歳,5,2,勝吉進一,セ・慶應日吉,2/4,2:04.55,15.15,189歳,,15.23|31.04|46.19|1:04.46|1:18.71|1:35.74|1:49.65
No.18,男子,4×50mメドレーリレー,1:41.29,1:40.24,1:48.85,160～199歳,5,3,根本隆利,セ・慶應日吉,2/4,2:04.55,14.25,189歳,,15.23|31.04|46.19|1:04.46|1:18.71|1:35.74|1:49.65
No.18,男子,4×50mメドレーリレー,1:41.29,1:40.24,1:48.85,160～199歳,5,4,松崎敏明,セ・慶應日吉,2/4,2:04.55,13.91,189歳,,15.23|31.04|46.19|1:04.46|1:18.71|1:35.74|1:49.65
No.18,男子,4×50mメドレーリレー,1:41.29,1:40.24,1:48.85,160～199歳,6,1,古木隆介,セ・用賀,2/7,2:10.06,16.93,187歳,0.72,16.93|33.61|50.01|1:09.25|1:22.00|1:37.35|1:53.11
No.18,男子,4×50mメドレーリレー,1:41.29,1:40.24,1:48.85,160～199歳,6,2,浅岡遼,セ・用賀,2/7,2:10.06,16.40,187歳,,16.93|33.61|50.01|1:09.25|1:22.00|1:37.35|1:53.11
No.18,男子,4×50mメドレーリレー,1:41.29,1:40.24,1:48.85,160～199歳,6,3,室坂拓真,セ・用賀,2/7,2:10.06,12.75,187歳,,16.93|33.61|50.01|1:09.25|1:22.00|1:37.35|1:53.11
No.18,男子,4×50mメドレーリレー,1:41.29,1:40.24,1:48.85,160～199歳,6,4,佐藤正章,セ・用賀,2/7,2:10.06,15.76,187歳,,16.93|33.61|50.01|1:09.25|1:22.00|1:37.35|1:53.11
No.18,男子,4×50mメドレーリレー,1:41.29,1:40.24,1:48.85,160～199歳,7,1,小林弘典,ザバス川崎,1/6,2:26.75,17.79,193歳,0.67,21.47|43.53|59.28|1:18.22
No.18,男子,4×50mメドレーリレー,1:41.29,1:40.24,1:48.85,160～199歳,7,2,大橋克也,ザバス川崎,1/6,2:26.75,17.59,193歳,,21.47|43.53|59.28|1:18.22
No.18,男子,4×50mメドレーリレー,1:41.29,1:40.24,1:48.85,160～199歳,7,3,高瀬信雄,ザバス川崎,1/6,2:26.75,16.72,193歳,,21.47|43.53|59.28|1:18.22
No.18,男子,4×50mメドレーリレー,1:41.29,1:40.24,1:48.85,160～199歳,7,4,土井満,ザバス川崎,1/6,2:26.75,17.93,193歳,,21.47|43.53|59.28|1:18.22
No.18,男子,4×50mメドレーリレー,1:41.29,1:40.24,1:48.85,160～199歳,7,1,藤井清和,ザバス川崎,1/6,2:26.75,21.47,193歳,0.73,21.47|43.53|59.28|1:18.22
No.18,男子,4×50mメドレーリレー,1:41.29,1:40.24,1:48.85,160～199歳,7,2,村上政行,ザバス川崎,1/6,2:26.75,15.75,193歳,,21.47|43.53|59.28|1:18.22
No.18,男子,4×50mメドレーリレー,1:36.75,1:36.75,1:49.82,120～159歳,1,1,西村恭佑,セ・二俣川,4/7,1:48.02,13.72,130歳,0.64,13.72|27.77|40.79|56.57|1:09.17|1:24.63|1:35.85
No.18,男子,4×50mメドレーリレー,1:36.75,1:36.75,1:49.82,120～159歳,1,2,立石裕太郎,セ・二俣川,4/7,1:48.02,13.02,130歳,,13.72|27.77|40.79|56.57|1:09.17|1:24.63|1:35.85
No.18,男子,4×50mメドレーリレー,1:36.75,1:36.75,1:49.82,120～159歳,1,3,成田昌記,セ・二俣川,4/7,1:48.02,12.60,130歳,,13.72|27.77|40.79|56.57|1:09.17|1:24.63|1:35.85
No.18,男子,4×50mメドレーリレー,1:36.75,1:36.75,1:49.82,120～159歳,1,4,前田康輔,セ・二俣川,4/7,1:48.02,11.22,130歳,,13.72|27.77|40.79|56.57|1:09.17|1:24.63|1:35.85
No.18,男子,4×50mメドレーリレー,1:36.75,1:36.75,1:49.82,120～159歳,2,1,村岡孝義,セ・桶川北本,2/3,1:54.04,14.85,125歳,0.59,14.85|30.37|44.11|1:00.41|1:12.63|1:27.61|1:40.20
No.18,男子,4×50mメドレーリレー,1:36.75,1:36.75,1:49.82,120～159歳,2,2,宇野澤皇,セ・桶川北本,2/3,1:54.04,13.74,125歳,,14.85|30.37|44.11|1:00.41|1:12.63|1:27.61|1:40.20
No.18,男子,4×50mメドレーリレー,1:36.75,1:36.75,1:49.82,120～159歳,2,3,近藤寛彰,セ・桶川北本,2/3,1:54.04,12.22,125歳,,14.85|30.37|44.11|1:00.41|1:12.63|1:27.61|1:40.20
No.18,男子,4×50mメドレーリレー,1:36.75,1:36.75,1:49.82,120～159歳,2,4,吉川重行,セ・桶川北本,2/3,1:54.04,12.59,125歳,,14.85|30.37|44.11|1:00.41|1:12.63|1:27.61|1:40.20
No.18,男子,4×50mメドレーリレー,1:36.75,1:36.75,1:49.82,120～159歳,3,1,中村翼,セ・天王洲,4/1,1:55.68,13.73,121歳,0.55,13.73|27.96|42.43|1:00.81|1:13.08|1:27.84|1:41.20
No.18,男子,4×50mメドレーリレー,1:36.75,1:36.75,1:49.82,120～159歳,3,2,加間英貴,セ・天王洲,4/1,1:55.68,14.47,121歳,,13.73|27.96|42.43|1:00.81|1:13.08|1:27.84|1:41.20
No.18,男子,4×50mメドレーリレー,1:36.75,1:36.75,1:49.82,120～159歳,3,3,小野健,セ・天王洲,4/1,1:55.68,12.27,121歳,,13.73|27.96|42.43|1:00.81|1:13.08|1:27.84|1:41.20
No.18,男子,4×50mメドレーリレー,1:36.75,1:36.75,1:49.82,120～159歳,3,4,寺田遼太,セ・天王洲,4/1,1:55.68,13.36,121歳,,13.73|27.96|42.43|1:00.81|1:13.08|1:27.84|1:41.20
No.18,男子,4×50mメドレーリレー,1:36.75,1:36.75,1:49.82,120～159歳,4,1,石井孟,セ・葛西,3/6,1:56.03,14.84,121歳,0.64,14.84|30.54|44.21|1:00.93|1:13.01|1:27.54|1:41.12
No.18,男子,4×50mメドレーリレー,1:36.75,1:36.75,1:49.82,120～159歳,4,2,前島悠也,セ・葛西,3/6,1:56.03,13.67,121歳,,14.84|30.54|44.21|1:00.93|1:13.01|1:27.54|1:41.12
No.18,男子,4×50mメドレーリレー,1:36.75,1:36.75,1:49.82,120～159歳,4,3,泉翔太,セ・葛西,3/6,1:56.03,12.08,121歳,,14.84|30.54|44.21|1:00.93|1:13.01|1:27.54|1:41.12
No.18,男子,4×50mメドレーリレー,1:36.75,1:36.75,1:49.82,120～159歳,4,4,矢野匠,セ・葛西,3/6,1:56.03,13.58,121歳,,14.84|30.54|44.21|1:00.93|1:13.01|1:27.54|1:41.12
No.18,男子,4×50mメドレーリレー,1:36.75,1:36.75,1:49.82,120～159歳,5,1,岸本駿輔,セ・平塚,4/3,1:57.09,14.89,131歳,0.62,14.89|31.10|44.67|1:02.10|1:14.38|1:29.38|1:42.45
No.18,男子,4×50mメドレーリレー,1:36.75,1:36.75,1:49.82,120～159歳,5,2,増田究,セ・平塚,4/3,1:57.09,13.57,131歳,,14.89|31.10|44.67|1:02.10|1:14.38|1:29.38|1:42.45
No.18,男子,4×50mメドレーリレー,1:36.75,1:36.75,1:49.82,120～159歳,5,3,土屋大貴,セ・平塚,4/3,1:57.09,12.28,131歳,,14.89|31.10|44.67|1:02.10|1:14.38|1:29.38|1:42.45
No.18,男子,4×50mメドレーリレー,1:36.75,1:36.75,1:49.82,120～159歳,5,4,木村一輝,セ・平塚,4/3,1:57.09,13.07,131歳,,14.89|31.10|44.67|1:02.10|1:14.38|1:29.38|1:42.45
No.18,男子,4×50mメドレーリレー,1:36.75,1:36.75,1:49.82,120～159歳,6,1,棚網宏之,セ・阿佐谷,3/4,1:58.23,15.12,138歳,0.56,15.12|30.67|44.77|1:01.44|1:14.49|1:29.92|1:43.50
No.18,男子,4×50mメドレーリレー,1:36.75,1:36.75,1:49.82,120～159歳,6,2,津守陽介,セ・阿佐谷,3/4,1:58.23,14.10,138歳,,15.12|30.67|44.77|1:01.44|1:14.49|1:29.92|1:43.50
No.18,男子,4×50mメドレーリレー,1:36.75,1:36.75,1:49.82,120～159歳,6,3,荒井啓汰,セ・阿佐谷,3/4,1:58.23,13.05,138歳,,15.12|30.67|44.77|1:01.44|1:14.49|1:29.92|1:43.50
No.18,男子,4×50mメドレーリレー,1:36.75,1:36.75,1:49.82,120～159歳,6,4,和田亮,セ・阿佐谷,3/4,1:58.23,13.58,138歳,,15.12|30.67|44.77|1:01.44|1:14.49|1:29.92|1:43.50
No.18,男子,4×50mメドレーリレー,1:36.75,1:36.75,1:49.82,120～159歳,7,1,牧村高志,セ・武蔵小杉,3/7,1:58.32,14.70,156歳,0.66,14.70|30.03|44.95|1:02.41|1:14.75|1:29.38|1:43.36
No.18,男子,4×50mメドレーリレー,1:36.75,1:36.75,1:49.82,120～159歳,7,2,西尾直人,セ・武蔵小杉,3/7,1:58.32,14.92,156歳,,14.70|30.03|44.95|1:02.41|1:14.75|1:29.38|1:43.36
No.18,男子,4×50mメドレーリレー,1:36.75,1:36.75,1:49.82,120～159歳,7,3,高木祥一,セ・武蔵小杉,3/7,1:58.32,12.34,156歳,,14.70|30.03|44.95|1:02.41|1:14.75|1:29.38|1:43.36
No.18,男子,4×50mメドレーリレー,1:36.75,1:36.75,1:49.82,120～159歳,7,4,中村良樹,セ・武蔵小杉,3/7,1:58.32,13.98,156歳,,14.70|30.03|44.95|1:02.41|1:14.75|1:29.38|1:43.36
No.18,男子,4×50mメドレーリレー,1:38.29,1:39.40,1:44.49,72～119歳,1,1,松澤朋樹,セ・武蔵小杉,4/5,1:48.47,13.72,115歳,0.64,13.72|28.15|41.72|58.18|1:10.23|1:24.50|1:36.01
No.18,男子,4×50mメドレーリレー,1:38.29,1:39.40,1:44.49,72～119歳,1,2,袴田舜,セ・武蔵小杉,4/5,1:48.47,13.57,115歳,,13.72|28.15|41.72|58.18|1:10.23|1:24.50|1:36.01
No.18,男子,4×50mメドレーリレー,1:38.29,1:39.40,1:44.49,72～119歳,1,3,津崎朝輝,セ・武蔵小杉,4/5,1:48.47,12.05,115歳,,13.72|28.15|41.72|58.18|1:10.23|1:24.50|1:36.01
No.18,男子,4×50mメドレーリレー,1:38.29,1:39.40,1:44.49,72～119歳,1,4,荒井優,セ・武蔵小杉,4/5,1:48.47,11.51,115歳,,13.72|28.15|41.72|58.18|1:10.23|1:24.50|1:36.01
No.18,男子,4×50mメドレーリレー,1:38.29,1:39.40,1:44.49,72～119歳,2,1,小林和矢,セ・成城,4/4,1:51.08,14.35,93歳,0.64,14.35|29.22|43.23|1:00.40|1:12.57|1:27.14|1:38.44
No.18,男子,4×50mメドレーリレー,1:38.29,1:39.40,1:44.49,72～119歳,2,2,黒田大介,セ・成城,4/4,1:51.08,14.01,93歳,,14.35|29.22|43.23|1:00.40|1:12.57|1:27.14|1:38.44
No.18,男子,4×50mメドレーリレー,1:38.29,1:39.40,1:44.49,72～119歳,2,3,宮田遼太,セ・成城,4/4,1:51.08,12.17,93歳,,14.35|29.22|43.23|1:00.40|1:12.57|1:27.14|1:38.44
No.18,男子,4×50mメドレーリレー,1:38.29,1:39.40,1:44.49,72～119歳,2,4,服部碧,セ・成城,4/4,1:51.08,11.30,93歳,,14.35|29.22|43.23|1:00.40|1:12.57|1:27.14|1:38.44
No.18,男子,4×50mメドレーリレー,1:38.29,1:39.40,1:44.49,72～119歳,3,1,光永喜紀,セ・流山,4/9,1:54.04,15.65,82歳,0.68,15.65|31.63|45.79|1:02.48|1:13.64|1:27.10|1:39.89
No.18,男子,4×50mメドレーリレー,1:38.29,1:39.40,1:44.49,72～119歳,3,2,田嶋直志,セ・流山,4/9,1:54.04,14.16,82歳,,15.65|31.63|45.79|1:02.48|1:13.64|1:27.10|1:39.89
No.18,男子,4×50mメドレーリレー,1:38.29,1:39.40,1:44.49,72～119歳,3,3,設樂航希,セ・流山,4/9,1:54.04,11.16,82歳,,15.65|31.63|45.79|1:02.48|1:13.64|1:27.10|1:39.89
No.18,男子,4×50mメドレーリレー,1:38.29,1:39.40,1:44.49,72～119歳,3,4,硲子龍,セ・流山,4/9,1:54.04,12.79,82歳,,15.65|31.63|45.79|1:02.48|1:13.64|1:27.10|1:39.89
No.18,男子,4×50mメドレーリレー,1:38.29,1:39.40,1:44.49,72～119歳,4,1,加納聖士,セ・葛西,4/2,1:55.40,15.47,88歳,0.62,15.47|31.58|46.23|1:03.83|1:16.89|1:31.81|1:43.30
No.18,男子,4×50mメドレーリレー,1:38.29,1:39.40,1:44.49,72～119歳,4,2,野中海貴,セ・葛西,4/2,1:55.40,14.65,88歳,,15.47|31.58|46.23|1:03.83|1:16.89|1:31.81|1:43.30
No.18,男子,4×50mメドレーリレー,1:38.29,1:39.40,1:44.49,72～119歳,4,3,織戸友宏,セ・葛西,4/2,1:55.40,13.06,88歳,,15.47|31.58|46.23|1:03.83|1:16.89|1:31.81|1:43.30
No.18,男子,4×50mメドレーリレー,1:38.29,1:39.40,1:44.49,72～119歳,4,4,佐藤魁将,セ・葛西,4/2,1:55.40,11.49,88歳,,15.47|31.58|46.23|1:03.83|1:16.89|1:31.81|1:43.30
No.18,男子,4×50mメドレーリレー,1:38.29,1:39.40,1:44.49,72～119歳,5,1,今里昂哉,セ・清瀬,3/3,1:57.53,14.64,102歳,0.63,14.64|29.73|45.20|1:03.72|1:16.57|1:32.01|1:43.92
No.18,男子,4×50mメドレーリレー,1:38.29,1:39.40,1:44.49,72～119歳,5,2,西沢歩,セ・清瀬,3/3,1:57.53,15.47,102歳,,14.64|29.73|45.20|1:03.72|1:16.57|1:32.01|1:43.92
No.18,男子,4×50mメドレーリレー,1:38.29,1:39.40,1:44.49,72～119歳,5,3,塚本拓也,セ・清瀬,3/3,1:57.53,12.85,102歳,,14.64|29.73|45.20|1:03.72|1:16.57|1:32.01|1:43.92
No.18,男子,4×50mメドレーリレー,1:38.29,1:39.40,1:44.49,72～119歳,5,4,浅井春人,セ・清瀬,3/3,1:57.53,11.91,102歳,,14.64|29.73|45.20|1:03.72|1:16.57|1:32.01|1:43.92
No.18,男子,4×50mメドレーリレー,1:38.29,1:39.40,1:44.49,72～119歳,6,1,福田雄太,セ・慶應日吉,3/10,1:58.66,14.83,119歳,0.54,14.83|30.81|45.14|1:02.17|1:14.09|1:28.99|1:43.05
No.18,男子,4×50mメドレーリレー,1:38.29,1:39.40,1:44.49,72～119歳,6,2,曽我辺直人,セ・慶應日吉,3/10,1:58.66,14.33,119歳,,14.83|30.81|45.14|1:02.17|1:14.09|1:28.99|1:43.05
No.18,男子,4×50mメドレーリレー,1:38.29,1:39.40,1:44.49,72～119歳,6,3,高見沢重倫,セ・慶應日吉,3/10,1:58.66,11.92,119歳,,14.83|30.81|45.14|1:02.17|1:14.09|1:28.99|1:43.05
No.18,男子,4×50mメドレーリレー,1:38.29,1:39.40,1:44.49,72～119歳,6,4,稲村公貴,セ・慶應日吉,3/10,1:58.66,14.06,119歳,,14.83|30.81|45.14|1:02.17|1:14.09|1:28.99|1:43.05
No.18,男子,4×50mメドレーリレー,1:38.29,1:39.40,1:44.49,72～119歳,7,1,田中啓二朗,セ・二俣川,4/10,2:01.59,15.19,95歳,0.61,15.19|31.42|46.24|1:04.05|1:17.24|1:32.93|1:46.85
No.18,男子,4×50mメドレーリレー,1:38.29,1:39.40,1:44.49,72～119歳,7,2,田中壮一郎,セ・二俣川,4/10,2:01.59,14.82,95歳,,15.19|31.42|46.24|1:04.05|1:17.24|1:32.93|1:46.85
No.18,男子,4×50mメドレーリレー,1:38.29,1:39.40,1:44.49,72～119歳,7,3,秋澤裕介,セ・二俣川,4/10,2:01.59,13.19,95歳,,15.19|31.42|46.24|1:04.05|1:17.24|1:32.93|1:46.85
No.18,男子,4×50mメドレーリレー,1:38.29,1:39.40,1:44.49,72～119歳,7,4,和田佳明,セ・二俣川,4/10,2:01.59,13.92,95歳,,15.19|31.42|46.24|1:04.05|1:17.24|1:32.93|1:46.85
No.18,男子,4×50mメドレーリレー,1:38.29,1:39.40,1:44.49,72～119歳,8,1,村田拓斗,セ・長津田,3/1,2:04.46,14.87,118歳,0.57,14.87|30.21|46.18|1:05.93|1:18.72|1:34.98|1:49.48
No.18,男子,4×50mメドレーリレー,1:38.29,1:39.40,1:44.49,72～119歳,8,2,祖川久茂,セ・長津田,3/1,2:04.46,15.97,118歳,,14.87|30.21|46.18|1:05.93|1:18.72|1:34.98|1:49.48
No.18,男子,4×50mメドレーリレー,1:38.29,1:39.40,1:44.49,72～119歳,8,3,村田雅治,セ・長津田,3/1,2:04.46,12.79,118歳,,14.87|30.21|46.18|1:05.93|1:18.72|1:34.98|1:49.48
No.18,男子,4×50mメドレーリレー,1:38.29,1:39.40,1:44.49,72～119歳,8,4,西野宮源希,セ・長津田,3/1,2:04.46,14.50,118歳,,14.87|30.21|46.18|1:05.93|1:18.72|1:34.98|1:49.48
No.19,女子,4×50mフリーリレー,2:55.60,2:55.60,,320～359歳,1,1,近藤ひな子,セ・二俣川,1/8,3:36.04,20.91,321歳,0.85,20.91|41.82|1:08.43|1:37.32|2:02.71|2:30.97|3:02.25
No.19,女子,4×50mフリーリレー,2:55.60,2:55.60,,320～359歳,1,2,大堂光江,セ・二俣川,1/8,3:36.04,26.61,321歳,,20.91|41.82|1:08.43|1:37.32|2:02.71|2:30.97|3:02.25
No.19,女子,4×50mフリーリレー,2:55.60,2:55.60,,320～359歳,1,3,武藤治子,セ・二俣川,1/8,3:36.04,25.39,321歳,,20.91|41.82|1:08.43|1:37.32|2:02.71|2:30.97|3:02.25
No.19,女子,4×50mフリーリレー,2:55.60,2:55.60,,320～359歳,1,4,土屋泰子,セ・二俣川,1/8,3:36.04,31.28,321歳,,20.91|41.82|1:08.43|1:37.32|2:02.71|2:30.97|3:02.25
No.19,女子,4×50mフリーリレー,2:14.25,2:25.70,2:39.44,280～319歳,1,1,森谷登志江,セ・慶應日吉,2/2,2:55.75,19.35,289歳,0.80,19.35|39.78|1:00.07|1:23.01|1:47.32|2:15.71|2:35.58
No.19,女子,4×50mフリーリレー,2:14.25,2:25.70,2:39.44,280～319歳,1,2,渡部みさを,セ・慶應日吉,2/2,2:55.75,20.29,289歳,,19.35|39.78|1:00.07|1:23.01|1:47.32|2:15.71|2:35.58
