イベントNo,性別,種目,年齢区分,順位,氏名,チーム名,合計年齢,所属,水路,記録,備考,種別
12,男子,25mバタフライ,25～29歳,2,高見沢重倫,,,セ・慶應日吉,9/ 2,12.56,,個人
12,男子,25mバタフライ,25～29歳,3,鈴木 裕介,,,セ・天王洲,8/10,14.28,,個人
12,男子,25mバタフライ,25～29歳,4,和田,,,佳明   セ・二俣川,7/ 3,14.31,,個人
12,男子,25mバタフライ,18～24歳,1,設樂 航希,,,セ・流山,9/ 6,11.33,,個人
12,男子,25mバタフライ,18～24歳,2,田中啓二朗,,,セ・二俣川,8/ 6,12.29,,個人
12,男子,25mバタフライ,18～24歳,3,光永 喜紀,,,セ・流山,8/ 4,12.44,,個人
12,男子,25mバタフライ,18～24歳,4,大竹 波人,,,セ・八王子,3/10,15.39,,個人
12,男子,25mバタフライ,18～24歳,5,小松 皆喜,,,セ・柏,5/ 2,17.22,,個人
13,女子,200m自由形,80～84歳,1,佐藤由利子,,,セ・用賀,2/ 8,3:43.25,･大会新,個人
13,女子,200m自由形,80～84歳,2,内田,,,良子     セ・用賀,1/ 6,3:55.35,･大会新,個人
13,女子,200m自由形,80～84歳,3,安澤イソ子,,,セ・市ヶ尾,1/ 3,4:22.83,,個人
13,女子,200m自由形,75～79歳,1,柴崎,,,徳子     セ・柏,1/ 5,3:46.28,,個人
13,女子,200m自由形,75～79歳,2,竹原,,,君枝     セ・慶應日吉,2/ 5,3:46.81,,個人
13,女子,200m自由形,75～79歳,3,馬場,,,悦子     セ・清瀬,1/ 7,4:12.17,,個人
13,女子,200m自由形,70～74歳,1,菅野,,,泰子     セ・葛西,6/ 3,2:53.08,･大会新,個人
13,女子,200m自由形,70～74歳,2,原田,,,岳美     セ・藤沢,5/ 3,3:13.24,,個人
13,女子,200m自由形,70～74歳,3,舛尾妃呂子,,,セ・稲毛海岸,3/ 7,3:32.45,,個人
13,女子,200m自由形,70～74歳,4,岡村,,,悦子     セ・おおたか,3/ 2,3:32.77,,個人
13,女子,200m自由形,70～74歳,5,青砥美智子,,,セ・葛西,3/ 9,3:35.75,,個人
13,女子,200m自由形,70～74歳,6,古里,,,恵子     セ・おおたか,3/ 8,3:40.17,,個人
13,女子,200m自由形,70～74歳,7,小笠原三春,,,セ・八王子,2/ 9,3:42.26,,個人
13,女子,200m自由形,70～74歳,8,田口,,,香     セ・清瀬,2/ 3,3:50.87,,個人
13,女子,200m自由形,65～69歳,1,野村,,,洋子     ザバス八景,5/ 4,3:01.54,,個人
13,女子,200m自由形,65～69歳,2,森谷登志江,,,セ・慶應日吉,5/ 6,3:11.13,,個人
13,女子,200m自由形,65～69歳,3,石河久美子,,,セ・溝ノ口,3/ 5,3:32.41,,個人
13,女子,200m自由形,65～69歳,4,久松,,,葉子     セ・成瀬,3/ 6,3:33.53,,個人
13,女子,200m自由形,65～69歳,5,五月女美幸,,,セ・宇都宮,4/10,3:34.90,,個人
13,女子,200m自由形,65～69歳,6,三嶋,,,祐子     セ・阿佐谷,1/ 4,3:55.10,,個人
13,女子,200m自由形,65～69歳,7,久保とし子,,,セ・長津田,2/ 7,3:55.53,,個人
13,女子,200m自由形,65～69歳,8,大西,,,和子     セ・天王洲,1/ 2,4:43.68,,個人
13,女子,200m自由形,60～64歳,1,福原,,,美奈     セ・稲毛海岸,5/ 8,3:03.51,,個人
13,女子,200m自由形,60～64歳,2,高松早智子,,,セ・南宇都宮,4/ 7,3:17.11,,個人
13,女子,200m自由形,60～64歳,3,盛田真規子,,,セ・二俣川,4/ 4,3:18.70,,個人
13,女子,200m自由形,60～64歳,4,山中,,,恵子     セ・桶川北本,4/ 8,3:20.35,,個人
13,女子,200m自由形,60～64歳,5,野崎由美子,,,セ・おおたか,4/ 5,3:23.75,,個人
13,女子,200m自由形,60～64歳,6,星野,,,典子     セ・南千住,4/ 1,3:36.44,,個人
13,女子,200m自由形,55～59歳,1,篠原,,,理恵     セ・南宇都宮,7/ 1,2:37.84,,個人
13,女子,200m自由形,55～59歳,2,工藤,,,遵江     セ・Ｆ宇都宮,6/ 6,2:39.99,,個人
13,女子,200m自由形,55～59歳,3,鈴木亜抄子,,,セ・二俣川,6/ 7,2:48.66,,個人
13,女子,200m自由形,55～59歳,4,棚橋 悦子,,,セ・自由が丘,5/ 1,3:10.81,,個人
13,女子,200m自由形,55～59歳,5,鶴岡,,,美佐     ザバス八景,5/ 2,3:17.36,,個人
13,女子,200m自由形,55～59歳,6,山口,,,仁子     セ・上池袋,5/ 9,3:23.73,,個人
13,女子,200m自由形,55～59歳,7,佐々木夕子,,,セ・市ヶ尾,2/ 2,3:44.10,,個人
13,女子,200m自由形,50～54歳,1,佐々木美佐,,,セ・平塚,6/ 5,2:41.39,,個人
13,女子,200m自由形,50～54歳,2,池田,,,智子     セ・目黒,6/ 4,2:45.65,,個人
13,女子,200m自由形,50～54歳,3,白須,,,靖子     セ・市ヶ尾,5/ 5,2:55.20,,個人
13,女子,200m自由形,50～54歳,4,飯塚由紀子,,,ザバス鶴見,6/ 8,2:59.91,,個人
13,女子,200m自由形,50～54歳,5,比留川美緒,,,セ・平塚,6/ 9,3:07.51,,個人
13,女子,200m自由形,50～54歳,6,成島志雅子,,,セ・Ｆ宇都宮,5/10,3:15.56,,個人
13,女子,200m自由形,50～54歳,7,北瀬あづさ,,,セ・市ヶ尾,3/ 3,3:17.17,,個人
13,女子,200m自由形,50～54歳,8,八幡,,,悦子     セ・福生,4/ 9,3:24.39,,個人
13,女子,200m自由形,50～54歳,9,小山香津子,,,セ・藤沢,3/ 1,3:32.35,,個人
13,女子,200m自由形,45～49歳,1,日下,,,幸子     ザバス川崎,7/ 2,2:30.66,,個人
13,女子,200m自由形,45～49歳,2,細沼,,,悦子     セ・越谷,6/ 1,3:02.42,,個人
13,女子,200m自由形,45～49歳,2,小野真佐子,,,セ・阿佐谷,7/10,3:02.42,,個人
13,女子,200m自由形,40～44歳,1,久保かおり,,,セ・長津田,5/ 7,3:09.61,,個人
13,女子,200m自由形,40～44歳,2,井島,,,孝子     セ・天王洲,3/10,4:02.87,,個人
13,女子,200m自由形,35～39歳,1,田中,,,美鈴     セ・武蔵小杉,7/ 4,2:23.47,,個人
13,女子,200m自由形,35～39歳,2,宮下,,,奏子     セ・市ヶ尾,7/ 9,2:30.29,,個人
13,女子,200m自由形,35～39歳,3,吉原,,,望美     セ・阿佐谷,7/ 3,2:31.01,,個人
13,女子,200m自由形,35～39歳,4,久保美由紀,,,セ・長津田,4/ 3,3:18.83,,個人
13,女子,200m自由形,30～34歳,1,松尾,,,仁実     セ・越谷,7/ 8,2:26.96,,個人
13,女子,200m自由形,25～29歳,1,新後,,,海優     セ・トレッサ,7/ 6,2:18.17,,個人
13,女子,200m自由形,25～29歳,2,池田,,,志保     セ・大宮宮原,7/ 7,2:29.19,,個人
13,女子,200m自由形,25～29歳,3,足立,,,知実     セ・平塚,6/ 2,2:58.69,,個人
13,女子,200m自由形,18～24歳,1,岩城,,,心美     セ・武蔵小杉,7/ 5,2:10.38,･大会新,個人
14,男子,200m自由形,75～79歳,1,伴野,,,保志     セ・阿佐谷,1/ 8,4:39.82,,個人
14,男子,200m自由形,70～74歳,1,若宮,,,強     セ・成城,3/ 2,2:59.03,,個人
14,男子,200m自由形,70～74歳,2,菱沼,,,和男     セ・葛西,2/ 4,3:14.88,,個人
14,男子,200m自由形,70～74歳,3,折居,,,彰     セ・阿佐谷,1/ 7,3:24.88,,個人
14,男子,200m自由形,70～74歳,4,森下,,,善夫     セ・大宮宮原,1/ 4,3:37.74,,個人
14,男子,200m自由形,65～69歳,1,柏木,,,治久     セ・成瀬,4/10,2:56.73,,個人
14,男子,200m自由形,65～69歳,2,橋本,,,政明     セ・志木,1/ 5,3:21.01,,個人
14,男子,200m自由形,60～64歳,1,古木,,,隆介     セ・用賀,5/ 5,2:25.19,,個人
14,男子,200m自由形,60～64歳,2,清水,,,照久     セ・西東京,6/ 9,2:26.72,,個人
14,男子,200m自由形,60～64歳,3,神尾,,,尚人     セ・市ヶ尾,4/ 4,2:36.64,,個人
14,男子,200m自由形,60～64歳,4,若島,,,健二     セ・二俣川,4/ 9,2:47.50,,個人
14,男子,200m自由形,60～64歳,5,二宮,,,淳     セ・トレッサ,3/ 9,2:52.97,,個人
14,男子,200m自由形,60～64歳,6,白木,,,公人     セ・西東京,2/ 7,2:57.76,,個人
14,男子,200m自由形,60～64歳,7,小島,,,淳     セ・柏,1/ 6,3:01.34,,個人
14,男子,200m自由形,60～64歳,8,大津,,,信弘     セ・越谷,3/ 6,3:02.49,,個人
14,男子,200m自由形,60～64歳,9,横山,,,恵一     セ・越谷,3/10,3:04.27,,個人
14,男子,200m自由形,60～64歳,10,山本 和巳,,,セ・茂原,2/ 8,3:07.49,,個人
14,男子,200m自由形,60～64歳,11,黒川,,,恵一     セ・市ヶ尾,2/ 2,3:29.43,,個人
14,男子,200m自由形,55～59歳,1,宮川,,,則仁     セ・大宮宮原,4/ 7,2:28.58,,個人
14,男子,200m自由形,55～59歳,2,西野宮冬木,,,セ・長津田,5/ 8,2:29.24,,個人
14,男子,200m自由形,55～59歳,3,町田,,,克浩     セ・大森,5/ 1,2:31.09,,個人
14,男子,200m自由形,55～59歳,4,山田,,,大介     セ・武蔵小杉,5/ 4,2:32.53,,個人
14,男子,200m自由形,55～59歳,5,北村,,,洋一     セ・大森,5/ 9,2:40.25,,個人
14,男子,200m自由形,55～59歳,6,本間,,,丈博     セ・稲毛海岸,4/ 6,2:43.52,,個人
14,男子,200m自由形,55～59歳,7,温井,,,芳浩     セ・谷津,3/ 5,2:50.17,,個人
14,男子,200m自由形,55～59歳,8,近藤,,,正之     セ・上池袋,3/ 8,2:53.20,,個人
14,男子,200m自由形,55～59歳,9,塚越,,,有宏     セ・市ヶ尾,4/ 1,2:55.09,,個人
14,男子,200m自由形,55～59歳,10,大塚,,,秀幸     セ・慶應日吉,3/ 1,3:05.54,,個人
14,男子,200m自由形,55～59歳,11,萱沼憲司郎,,,セ・茂原,2/ 5,3:07.52,,個人
14,男子,200m自由形,55～59歳,12,佐藤,,,流生     セ・天王洲,1/ 3,3:44.50,,個人
14,男子,200m自由形,50～54歳,1,石上,,,智啓     セ・二俣川,7/ 2,2:20.42,,個人
14,男子,200m自由形,50～54歳,2,小室,,,秀幸     セ・八王子,6/ 3,2:21.56,,個人
14,男子,200m自由形,50～54歳,3,山田,,,耕一     セ・清瀬,6/ 4,2:26.37,,個人
14,男子,200m自由形,50～54歳,4,藤井,,,清和     セ・武蔵小杉,5/ 6,2:31.13,,個人
14,男子,200m自由形,50～54歳,5,倉本 貴司,,,セ・東十条,3/ 3,2:39.22,,個人
14,男子,200m自由形,50～54歳,6,渡,,,誠     セ・清瀬,5/10,2:39.83,,個人
14,男子,200m自由形,50～54歳,7,志水,,,剛     セ・大宮宮原,2/ 3,3:16.10,,個人
14,男子,200m自由形,45～49歳,1,永瀬,,,知之     セ・二俣川,7/ 5,2:10.11,,個人
14,男子,200m自由形,45～49歳,2,黒崎,,,威巳     セ・阿佐谷,7/ 9,2:10.89,,個人
14,男子,200m自由形,45～49歳,3,北川,,,貴義     セ・阿佐谷,7/ 6,2:12.19,,個人
14,男子,200m自由形,45～49歳,4,中込,,,孝之     ザバス川崎,7/10,2:15.36,,個人
14,男子,200m自由形,45～49歳,5,皆川,,,雅登     セ・大宮宮原,5/ 2,2:23.28,,個人
14,男子,200m自由形,45～49歳,6,花井,,,一也     セ・長津田,6/ 8,2:25.33,,個人
14,男子,200m自由形,45～49歳,7,桐本,,,兼輔     セ・福生,6/ 2,2:26.90,,個人
14,男子,200m自由形,45～49歳,8,知見,,,邦彦     セ・二俣川,5/ 7,2:37.79,,個人
14,男子,200m自由形,45～49歳,9,小島,,,直政     セ・久喜,4/ 8,2:44.39,,個人
14,男子,200m自由形,40～44歳,1,森本,,,祐一     セ・清瀬,7/ 8,2:12.09,,個人
14,男子,200m自由形,40～44歳,2,石井,,,将太     セ・成瀬,7/ 4,2:12.76,,個人
14,男子,200m自由形,40～44歳,3,矢作,,,歩     セ・長津田,7/ 3,2:12.90,,個人
14,男子,200m自由形,40～44歳,4,浅岡,,,遼     セ・用賀,4/ 3,2:30.58,,個人
14,男子,200m自由形,40～44歳,5,松本光太郎,,,セ・袖ケ浦,6/ 1,2:35.22,,個人
14,男子,200m自由形,35～39歳,1,高木 祥一,,,セ・武蔵小杉,8/ 4,2:01.89,,個人
14,男子,200m自由形,35～39歳,2,奥平,,,竜司     セ・武蔵小杉,8/10,2:09.66,,個人
14,男子,200m自由形,35～39歳,3,古川,,,貴章     セ・おおたか,7/ 1,2:10.85,,個人
14,男子,200m自由形,35～39歳,4,新福留広貴,,,セ・二俣川,6/ 7,2:13.67,,個人
14,男子,200m自由形,35～39歳,5,木村,,,考太     セ・市ヶ尾,6/ 6,2:14.91,,個人
14,男子,200m自由形,35～39歳,6,吉川,,,重行     セ・桶川北本,7/ 7,2:16.05,,個人
14,男子,200m自由形,35～39歳,7,和田,,,亮     セ・阿佐谷,4/ 5,2:20.35,,個人
14,男子,200m自由形,35～39歳,8,角田,,,渉     セ・大森,3/ 4,3:05.60,,個人
14,男子,200m自由形,30～34歳,1,内藤,,,寿輝     セ・大森,8/ 6,2:03.34,,個人
14,男子,200m自由形,30～34歳,2,小野,,,健     セ・天王洲,8/ 1,2:04.14,,個人
14,男子,200m自由形,30～34歳,3,袴田,,,舜     セ・武蔵小杉,8/ 8,2:06.43,,個人
14,男子,200m自由形,30～34歳,4,木村,,,一輝     セ・平塚,6/10,2:25.27,,個人
14,男子,200m自由形,25～29歳,1,加納,,,聖士     セ・葛西,4/ 2,2:18.11,,個人
14,男子,200m自由形,18～24歳,1,田嶋,,,直志     セ・流山,8/ 5,1:57.37,,個人
14,男子,200m自由形,18～24歳,2,服部,,,碧     セ・成城,8/ 7,2:00.97,,個人
14,男子,200m自由形,18～24歳,3,黒田,,,大介     セ・成城,8/ 3,2:02.71,,個人
14,男子,200m自由形,18～24歳,4,人見 悠太,,,セ・亀有,8/ 9,2:06.80,,個人
14,男子,200m自由形,18～24歳,5,重高,,,良彦     セ・能見台,6/ 5,2:12.35,,個人
14,男子,200m自由形,18～24歳,6,西野宮源希,,,セ・長津田,5/ 3,2:25.32,,個人
15,女子,4×25mフリーリレー,320～359歳,1,,セ・松戸,322歳,セ・松戸,2/ 5,1:27.38,,リレー
15,女子,4×25mフリーリレー,320～359歳,2,,セ・市ヶ尾,320歳,セ・市ヶ尾,1/ 4,1:31.92,,リレー
15,女子,4×25mフリーリレー,320～359歳,3,,セ・二俣川,325歳,セ・二俣川,1/ 7,1:46.84,,リレー
15,女子,4×25mフリーリレー,280～319歳,1,,セ・葛西,290歳,セ・葛西,4/ 9,1:13.88,,リレー
15,女子,4×25mフリーリレー,280～319歳,2,,セ・大森,285歳,セ・大森,4/ 7,1:14.28,,リレー
15,女子,4×25mフリーリレー,280～319歳,3,,セ・天王洲,281歳,セ・天王洲,3/ 1,1:15.70,,リレー
15,女子,4×25mフリーリレー,280～319歳,4,,セ・柏,310歳,セ・柏,3/ 7,1:21.39,,リレー
15,女子,4×25mフリーリレー,280～319歳,5,,セ・二俣川,282歳,セ・二俣川,2/ 6,1:22.36,,リレー
15,女子,4×25mフリーリレー,280～319歳,6,,CS南行徳,280歳,CS南行徳,2/ 3,1:24.52,,リレー
15,女子,4×25mフリーリレー,280～319歳,7,,セ・新浦安,280歳,セ・新浦安,3/ 4,1:25.75,,リレー
15,女子,4×25mフリーリレー,280～319歳,8,,セ・松戸,288歳,セ・松戸,2/ 8,1:27.90,,リレー
15,女子,4×25mフリーリレー,280～319歳,9,,セ・おおたか,301歳,セ・おおたか,1/ 8,1:30.30,,リレー
15,女子,4×25mフリーリレー,240～279歳,1,,セ・二俣川,246歳,セ・二俣川,5/ 3,1:05.97,,リレー
15,女子,4×25mフリーリレー,240～279歳,2,,セ・自由が丘,243歳,セ・自由が丘,5/ 2,1:07.13,,リレー
15,女子,4×25mフリーリレー,240～279歳,3,,セ・西東京,252歳,セ・西東京,4/ 5,1:09.24,,リレー
15,女子,4×25mフリーリレー,240～279歳,4,,セ・おおたか,253歳,セ・おおたか,3/ 3,1:12.08,,リレー
15,女子,4×25mフリーリレー,240～279歳,5,,セ・成城,260歳,セ・成城,5/ 8,1:12.10,,リレー
15,女子,4×25mフリーリレー,240～279歳,6,,セ・阿佐谷,249歳,セ・阿佐谷,3/ 5,1:12.69,,リレー
15,女子,4×25mフリーリレー,240～279歳,7,,ザバス川崎,253歳,ザバス川崎,5/ 9,1:13.15,,リレー
15,女子,4×25mフリーリレー,240～279歳,8,,セ・大森,242歳,セ・大森,1/ 5,1:15.22,,リレー
15,女子,4×25mフリーリレー,240～279歳,9,,セ・慶應日吉,258歳,セ・慶應日吉,3/ 9,1:16.20,,リレー
15,女子,4×25mフリーリレー,240～279歳,10,,セ・谷津,268歳,セ・谷津,2/ 7,1:22.06,,リレー
15,女子,4×25mフリーリレー,240～279歳,11,,セ・上池袋,271歳,セ・上池袋,4/ 1,1:22.72,,リレー
15,女子,4×25mフリーリレー,240～279歳,12,,セ・大森,271歳,セ・大森,1/ 3,1:32.68,,リレー
15,女子,4×25mフリーリレー,200～239歳,1,,セ・葛西,209歳,セ・葛西,5/ 5,1:01.98,,リレー
15,女子,4×25mフリーリレー,200～239歳,2,,セ・市ヶ尾,205歳,セ・市ヶ尾,4/ 6,1:02.36,,リレー
15,女子,4×25mフリーリレー,200～239歳,3,,セ・二俣川,234歳,セ・二俣川,5/ 4,1:03.05,,リレー
15,女子,4×25mフリーリレー,200～239歳,4,,セ・新浦安,207歳,セ・新浦安,5/ 7,1:06.33,,リレー
15,女子,4×25mフリーリレー,200～239歳,5,,セ・成城,229歳,セ・成城,6/ 8,1:08.78,,リレー
15,女子,4×25mフリーリレー,200～239歳,6,,セ・志木,218歳,セ・志木,4/ 8,1:11.38,,リレー
15,女子,4×25mフリーリレー,200～239歳,7,,セ・袖ケ浦,215歳,セ・袖ケ浦,4/ 2,1:12.33,,リレー
15,女子,4×25mフリーリレー,200～239歳,8,,セ・自由が丘,236歳,セ・自由が丘,3/ 6,1:13.26,,リレー
15,女子,4×25mフリーリレー,200～239歳,9,,セ・南千住,231歳,セ・南千住,3/ 2,1:21.83,,リレー
15,女子,4×25mフリーリレー,160～199歳,1,,セ・阿佐谷,179歳,セ・阿佐谷,6/ 3,1:00.45,,リレー
15,女子,4×25mフリーリレー,160～199歳,2,,セ・袖ケ浦,161歳,セ・袖ケ浦,6/ 2,1:00.47,,リレー
15,女子,4×25mフリーリレー,160～199歳,3,,セ・おおたか,181歳,セ・おおたか,4/ 3,1:01.23,,リレー
15,女子,4×25mフリーリレー,160～199歳,4,,セ・天王洲,173歳,セ・天王洲,5/ 6,1:01.89,,リレー
15,女子,4×25mフリーリレー,160～199歳,5,,セ・二俣川,185歳,セ・二俣川,6/ 9,1:02.39,,リレー
15,女子,4×25mフリーリレー,160～199歳,6,,セ・慶應日吉,187歳,セ・慶應日吉,6/10,1:02.45,,リレー
15,女子,4×25mフリーリレー,160～199歳,7,,セ・Ｓ湘南台,163歳,セ・Ｓ湘南台,6/ 7,1:03.89,,リレー
15,女子,4×25mフリーリレー,160～199歳,8,,セ・南青山,172歳,セ・南青山,4/ 4,1:05.13,,リレー
15,女子,4×25mフリーリレー,160～199歳,9,,セ・南千住,197歳,セ・南千住,5/ 1,1:06.85,,リレー
15,女子,4×25mフリーリレー,160～199歳,10,,セ・大宮宮原,198歳,セ・大宮宮原,3/ 8,1:07.31,,リレー
15,女子,4×25mフリーリレー,160～199歳,11,,セ・上池袋,193歳,セ・上池袋,4/10,1:08.09,,リレー
15,女子,4×25mフリーリレー,120～159歳,1,,セ・越谷,125歳,セ・越谷,6/ 4,55.96,,リレー
15,女子,4×25mフリーリレー,120～159歳,2,,セ・長津田,129歳,セ・長津田,6/ 5,56.44,,リレー
15,女子,4×25mフリーリレー,72～119歳,1,,セ・成城,106歳,セ・成城,6/ 6,55.56,,リレー
15,女子,4×25mフリーリレー,72～119歳,2,,セ・二俣川,92歳,セ・二俣川,6/ 1,1:03.15,,リレー
16,男子,4×25mフリーリレー,280～319歳,1,,セ・阿佐谷,281歳,セ・阿佐谷,2/ 1,1:02.42,,リレー
16,男子,4×25mフリーリレー,280～319歳,2,,セ・流山,282歳,セ・流山,1/ 7,1:04.43,,リレー
16,男子,4×25mフリーリレー,280～319歳,3,,セ・慶應日吉,293歳,セ・慶應日吉,1/ 1,1:17.68,,リレー
16,男子,4×25mフリーリレー,240～279歳,1,,セ・新浦安,243歳,セ・新浦安,3/10,56.96,,リレー
16,男子,4×25mフリーリレー,240～279歳,2,,セ・用賀,240歳,セ・用賀,2/ 6,58.40,,リレー
16,男子,4×25mフリーリレー,240～279歳,3,,セ・長津田,242歳,セ・長津田,2/ 7,59.08,,リレー
16,男子,4×25mフリーリレー,240～279歳,4,,セ・市ヶ尾,244歳,セ・市ヶ尾,2/ 3,1:00.26,,リレー
16,男子,4×25mフリーリレー,240～279歳,5,,セ・おおたか,263歳,セ・おおたか,1/ 2,1:02.72,,リレー
16,男子,4×25mフリーリレー,240～279歳,6,,セ・葛西,247歳,セ・葛西,2/10,1:03.59,,リレー
16,男子,4×25mフリーリレー,240～279歳,7,,セ・成城,255歳,セ・成城,1/ 6,1:06.14,,リレー
16,男子,4×25mフリーリレー,200～239歳,1,,セ・二俣川,216歳,セ・二俣川,3/ 8,54.14,,リレー
16,男子,4×25mフリーリレー,200～239歳,2,,セ・上池袋,211歳,セ・上池袋,2/ 5,55.80,,リレー
16,男子,4×25mフリーリレー,200～239歳,3,,セ・慶應日吉,211歳,セ・慶應日吉,2/ 8,59.80,,リレー
16,男子,4×25mフリーリレー,200～239歳,4,,セ・長津田,230歳,セ・長津田,2/ 4,1:00.23,,リレー
16,男子,4×25mフリーリレー,200～239歳,5,,セ・天王洲,214歳,セ・天王洲,2/ 2,1:02.48,,リレー
16,男子,4×25mフリーリレー,200～239歳,6,,セ・武蔵小杉,232歳,セ・武蔵小杉,1/ 4,1:04.87,,リレー
16,男子,4×25mフリーリレー,200～239歳,7,,セ・大森,222歳,セ・大森,1/ 3,1:08.41,,リレー
16,男子,4×25mフリーリレー,160～199歳,1,,セ・二俣川,167歳,セ・二俣川,4/ 5,45.80,,リレー
16,男子,4×25mフリーリレー,160～199歳,2,,セ・天王洲,161歳,セ・天王洲,4/ 8,48.80,,リレー
16,男子,4×25mフリーリレー,160～199歳,3,,セ・おおたか,162歳,セ・おおたか,4/ 7,49.98,,リレー
16,男子,4×25mフリーリレー,160～199歳,4,,セ・阿佐谷,186歳,セ・阿佐谷,3/ 5,50.39,,リレー
16,男子,4×25mフリーリレー,160～199歳,5,,セ・慶應日吉,171歳,セ・慶應日吉,3/ 3,50.67,,リレー
16,男子,4×25mフリーリレー,160～199歳,6,,ザバス八景,180歳,ザバス八景,3/ 2,52.79,,リレー
16,男子,4×25mフリーリレー,160～199歳,7,,セ・八王子,199歳,セ・八王子,2/ 9,53.66,,リレー
16,男子,4×25mフリーリレー,160～199歳,8,,セ・茂原,188歳,セ・茂原,1/ 8,1:01.11,,リレー
16,男子,4×25mフリーリレー,160～199歳,9,,セ・南青山,197歳,セ・南青山,1/ 9,1:02.74,,リレー
16,男子,4×25mフリーリレー,120～159歳,1,,セ・二俣川,135歳,セ・二俣川,3/ 6,47.77,,リレー
16,男子,4×25mフリーリレー,120～159歳,2,,セ・葛西,134歳,セ・葛西,3/ 9,49.38,,リレー
16,男子,4×25mフリーリレー,120～159歳,3,,セ・阿佐谷,138歳,セ・阿佐谷,4/ 3,49.55,,リレー
16,男子,4×25mフリーリレー,120～159歳,4,,セ・成城,121歳,セ・成城,4/ 9,49.85,,リレー
16,男子,4×25mフリーリレー,120～159歳,5,,セ・市ヶ尾,130歳,セ・市ヶ尾,3/ 1,50.70,,リレー
16,男子,4×25mフリーリレー,72～119歳,1,,セ・二俣川,94歳,セ・二俣川,4/ 4,47.61,,リレー
16,男子,4×25mフリーリレー,72～119歳,2,,セ・天王洲,112歳,セ・天王洲,4/ 2,49.10,,リレー
16,男子,4×25mフリーリレー,72～119歳,2,,セ・長津田,95歳,セ・長津田,4/ 6,49.10,,リレー
16,男子,4×25mフリーリレー,72～119歳,4,,セ・柏,94歳,セ・柏,3/ 7,49.45,,リレー
16,男子,4×25mフリーリレー,72～119歳,5,,セ・葛西,93歳,セ・葛西,4/10,50.57,,リレー
17,女子,4×50mメドレーリレー,280～319歳,1,,セ・成城,289歳,セ・成城,1/ 6,3:11.14,,リレー
17,女子,4×50mメドレーリレー,280～319歳,2,,セ・おおたか,280歳,セ・おおたか,1/ 8,3:20.82,,リレー
17,女子,4×50mメドレーリレー,280～319歳,3,,セ・慶應日吉,284歳,セ・慶應日吉,1/ 7,3:22.66,,リレー
17,女子,4×50mメドレーリレー,280～319歳,4,,セ・二俣川,287歳,セ・二俣川,1/ 9,3:56.22,,リレー
17,女子,4×50mメドレーリレー,240～279歳,1,,セ・二俣川,247歳,セ・二俣川,3/10,2:39.58,,リレー
17,女子,4×50mメドレーリレー,240～279歳,2,,セ・成城,245歳,セ・成城,2/10,2:49.71,,リレー
17,女子,4×50mメドレーリレー,240～279歳,3,,セ・慶應日吉,247歳,セ・慶應日吉,1/ 5,3:02.12,,リレー
17,女子,4×50mメドレーリレー,240～279歳,4,,セ・阿佐谷,244歳,セ・阿佐谷,1/ 4,3:15.62,,リレー
17,女子,4×50mメドレーリレー,200～239歳,1,,セ・市ヶ尾,205歳,セ・市ヶ尾,3/ 1,2:37.51,,リレー
17,女子,4×50mメドレーリレー,200～239歳,2,,セ・越谷,208歳,セ・越谷,2/ 8,2:39.43,,リレー
17,女子,4×50mメドレーリレー,200～239歳,3,,セ・大宮宮原,226歳,セ・大宮宮原,2/ 9,2:41.35,,リレー
17,女子,4×50mメドレーリレー,200～239歳,4,,セ・西新井,200歳,セ・西新井,1/ 3,2:51.41,,リレー
17,女子,4×50mメドレーリレー,200～239歳,5,,セ・蒲田,210歳,セ・蒲田,1/ 2,2:52.34,,リレー
17,女子,4×50mメドレーリレー,200～239歳,6,,セ・二俣川,225歳,セ・二俣川,2/ 1,2:58.95,,リレー
17,女子,4×50mメドレーリレー,160～199歳,1,,セ・大森,193歳,セ・大森,2/ 4,2:30.75,,リレー
17,女子,4×50mメドレーリレー,160～199歳,2,,セ・阿佐谷,179歳,セ・阿佐谷,2/ 5,2:31.51,,リレー
17,女子,4×50mメドレーリレー,160～199歳,3,,セ・清瀬,180歳,セ・清瀬,3/ 9,2:33.48,,リレー
17,女子,4×50mメドレーリレー,160～199歳,4,,セ・二俣川,173歳,セ・二俣川,2/ 7,2:43.23,,リレー
17,女子,4×50mメドレーリレー,160～199歳,5,,セ・平塚,178歳,セ・平塚,3/ 2,2:46.70,,リレー
17,女子,4×50mメドレーリレー,160～199歳,6,,セ・長津田,185歳,セ・長津田,2/ 3,2:49.93,,リレー
17,女子,4×50mメドレーリレー,160～199歳,7,,セ・南千住,197歳,セ・南千住,3/ 8,2:50.19,,リレー
17,女子,4×50mメドレーリレー,160～199歳,8,,セ・Ｓ湘南台,187歳,セ・Ｓ湘南台,2/ 2,3:04.43,,リレー
17,女子,4×50mメドレーリレー,120～159歳,1,,セ・長津田,132歳,セ・長津田,3/ 5,2:10.47,,リレー
17,女子,4×50mメドレーリレー,120～159歳,2,,セ・武蔵小杉,136歳,セ・武蔵小杉,3/ 6,2:14.30,,リレー
17,女子,4×50mメドレーリレー,120～159歳,3,,セ・葛西,152歳,セ・葛西,3/ 7,2:17.27,,リレー
17,女子,4×50mメドレーリレー,120～159歳,4,,セ・成城,120歳,セ・成城,3/ 4,2:18.30,,リレー
